timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
96972000,96972000,1310988,0.0037284256,0.0031957934,0.0005326322,11.832275,0,1
97972000,97972000,1310988,-0.0010652645,0.00479369,-0.0026631611,11.832275,0,1
98972000,98972000,1310988,-0.0005326322,-0.0026631611,0.0037284256,11.832275,0,1
99972000,99972000,1310988,0.0010652645,-0.0010652645,-0.0010652645,11.832275,0,1
100972000,100972000,1310988,-0.002130529,-0.0010652645,0.0005326322,11.832275,0,1
101972000,101972000,1310988,-0.0005326322,0.0010652645,0.0005326322,11.832275,0,1
102972000,102972000,1310988,-0.0037284256,-0.002130529,0.0026631611,11.832275,0,1
103972000,103972000,1310988,-0.0053263223,0.0037284256,0.0015978967,11.832275,0,1
104972000,104972000,1310988,0.0053263223,-0.0026631611,0.0015978967,11.832275,0,1
105972000,105972000,1310988,-0.0026631611,0.0005326322,0.004261058,11.832275,0,1
106972000,106972000,1310988,0.0010652645,-0.0010652645,-0.002130529,11.832275,0,1
107972000,107972000,1310988,0.0053263223,0.00958738,-0.0005326322,11.832275,0,1
108972000,108972000,1310988,0.0005326322,0.0037284256,0.0015978967,11.832275,0,1
109972000,109972000,1310988,0.0015978967,0.0,0.006924219,11.832275,0,1
110972000,110972000,1310988,0.0026631611,-0.0005326322,-0.0010652645,11.832275,0,1
111972000,111972000,1310988,0.0005326322,0.0053263223,-0.006924219,11.832275,0,1
112972000,112972000,1310988,0.0058589545,0.008522116,-0.00479369,11.832275,0,1
113972000,113972000,1310988,0.0015978967,0.0005326322,0.0037284256,11.832275,0,1
114972000,114972000,1310988,0.0015978967,0.007989483,0.0037284256,11.832275,0,1
115972000,115972000,1310988,0.025033714,0.06018744,-0.05752428,11.831818,0,1
116972000,116972000,1310988,-0.0015978967,0.096939065,-0.009054748,11.807556,0,1
117972000,117972000,1310988,-0.015446335,-0.009054748,-0.029294772,11.76413,0,1
118972000,118972000,1310988,0.028229509,-0.05219796,-0.0314253,11.725403,0,1
119972000,119972000,1310988,0.025566347,-0.033023197,-0.02396845,11.69989,0,1
120972000,120972000,1310988,0.011717909,-0.0005326322,-0.006924219,11.679779,0,1
121972000,121972000,1310988,-0.0026631611,0.004261058,0.0031957934,11.661438,0,1
122972000,122972000,1310988,-0.0026631611,0.012250541,-0.006924219,11.643799,0,1
123972000,123972000,1310988,-0.028229509,0.007989483,-0.020772656,11.625549,0,1
124972000,124972000,1310988,-0.27057716,0.29294774,-0.28336033,11.606781,0,1
125972000,125972000,1310988,0.06178534,0.4016047,-0.6562029,11.588409,0,1
126972000,126972000,1310988,0.16298546,0.22903186,-0.5656554,11.572174,0,1
127972000,127972000,1310988,-0.098004326,0.5789712,-0.3930826,11.567413,0,1
128972000,128972000,1310988,-0.02609898,0.7451525,-0.44101948,11.564514,0,1
129972000,129972000,1310988,0.17150758,0.62264705,-0.42290998,11.552582,0,1
130972000,130972000,1310988,0.36272255,0.3387541,-0.33182988,11.535431,0,1
131972000,131972000,1310988,0.37284255,-0.0644485,-0.23116238,11.518066,0,1
132972000,132972000,1310988,0.23648871,-0.056459017,-0.09960223,11.510529,0,1
133972000,133972000,1310988,0.10066749,-0.00958738,0.0314253,11.508331,0,1
134972000,134972000,1310988,0.002130529,0.010120012,0.06018744,11.507507,0,1
135972000,135972000,1310988,-0.036218993,0.00479369,0.06977482,11.507233,0,1
136972000,136972000,1310988,-0.033023197,0.002130529,0.04261058,11.50705,0,1
137972000,137972000,1310988,-0.02609898,0.0015978967,0.010120012,11.506775,0,1
138972000,138972000,1310988,-0.017044231,0.0063915867,0.007989483,11.506653,0,1
139972000,139972000,1310988,0.0,0.0026631611,-0.0031957934,11.506683,0,1
140972000,140972000,1310988,0.0031957934,-0.0053263223,0.0010652645,11.506592,0,1
141972000,141972000,1310988,0.0026631611,-0.0037284256,0.0026631611,11.506561,0,1
142972000,142972000,1310988,0.0010652645,0.0015978967,-0.0037284256,11.506439,0,1
143972000,143972000,1310988,-0.0037284256,-0.0015978967,-0.0031957934,11.506256,0,1
144972000,144972000,1310988,-0.0037284256,0.0015978967,-0.002130529,11.506348,0,1
145972000,145972000,1310988,-0.624245,0.11611383,-0.22583607,11.5061035,0,1
146972000,146972000,1310988,-0.18588865,0.48203218,-0.41864893,11.507111,0,1
147972000,147972000,1310988,-0.090014845,0.64182186,-0.48682585,11.511078,0,1
148972000,148972000,1310988,0.066046394,0.56938386,-0.4293016,11.514893,0,1
149972000,149972000,1310988,0.386691,0.2545982,-0.27803403,11.5173645,0,1
150972000,150972000,1310988,0.45859635,0.029294772,-0.11025487,11.5159,0,1
151972000,151972000,1310988,0.19441076,-0.037284255,0.056991648,11.510284,0,1
152972000,152972000,1310988,0.023435818,0.012250541,0.1272991,11.507721,0,1
153972000,153972000,1310988,-0.056991648,0.03355583,0.11984225,11.507751,0,1
154972000,154972000,1310988,-0.072970614,0.0127831735,0.084155895,11.507843,0,1
155972000,155972000,1310988,-0.058589544,-0.0015978967,0.042077947,11.507477,0,1
156972000,156972000,1310988,-0.029294772,-0.006924219,0.015978966,11.506989,0,1
157972000,157972000,1310988,-0.01438107,-0.0031957934,-0.0010652645,11.506897,0,1
158972000,158972000,1310988,-0.0026631611,0.0053263223,0.002130529,11.507141,0,1
159972000,159972000,1310988,0.0005326322,0.009054748,-0.00479369,11.507263,0,1
160972000,160972000,1310988,-0.0015978967,0.0026631611,-0.0031957934,11.507324,0,1
161972000,161972000,1310988,0.007989483,0.007989483,0.0053263223,11.507507,0,1
162972000,162972000,1310988,-0.00479369,-0.0010652645,0.0015978967,11.50766,0,1
163972000,163972000,1310988,-0.0026631611,0.009054748,-0.0005326322,11.507935,0,1
164972000,164972000,1310988,0.0037284256,0.0037284256,0.0015978967,11.508209,0,1
165972000,165972000,1310988,0.0010652645,0.0026631611,0.0010652645,11.508179,0,1
166972000,166972000,1310988,-0.0005326322,0.0,0.0010652645,11.508148,0,1
167972000,167972000,1310988,0.00479369,0.002130529,0.0026631611,11.508209,0,1
168972000,168972000,1310988,-0.0015978967,0.010652645,-0.0015978967,11.508362,0,1
169972000,169972000,1310988,0.002130529,-0.008522116,0.0,11.508392,0,1
170972000,170972000,1310988,0.002130529,-0.004261058,-0.00479369,11.508392,0,1
171972000,171972000,1310988,0.00479369,-0.00479369,-0.004261058,11.508301,0,1
172972000,172972000,1310988,0.009054748,-0.0037284256,0.0037284256,11.508209,0,1
173972000,173972000,1310988,0.8202536,0.015978966,0.4213121,11.508148,0,1
174972000,174972000,1310988,0.294013,0.3882889,0.39734364,11.50708,0,1
175972000,175972000,1310988,0.11930962,0.58696073,0.4910869,11.509277,0,1
176972000,176972000,1310988,0.00479369,0.588026,0.4607269,11.512482,0,1
177972000,177972000,1310988,-0.25513083,0.36218992,0.3355583,11.515045,0,1
178972000,178972000,1310988,-0.4564658,0.06870956,0.22849922,11.514984,0,1
179972000,179972000,1310988,-0.27164245,-0.027164243,0.015446335,11.51062,0,1
180972000,180972000,1310988,-0.07190535,-0.0063915867,-0.10865697,11.507233,0,1
181972000,181972000,1310988,0.029827405,0.02130529,-0.120907515,11.506836,0,1
182972000,182972000,1310988,0.07882957,0.017044231,-0.08948222,11.507019,0,1
183972000,183972000,1310988,0.07084008,0.0015978967,-0.05539375,11.506592,0,1
184972000,184972000,1310988,0.041545313,-0.011717909,-0.015978966,11.506195,0,1
185972000,185972000,1310988,0.015446335,-0.0053263223,-0.00479369,11.506134,0,1
186972000,186972000,1310988,0.0026631611,0.009054748,0.007456851,11.506256,0,1
187972000,187972000,1310988,-0.0037284256,0.0015978967,0.008522116,11.506348,0,1
188972000,188972000,1310988,-0.0015978967,-0.0053263223,0.008522116,11.506561,0,1
189972000,189972000,1310988,0.002130529,-0.0005326322,-0.0026631611,11.506805,0,1
190972000,190972000,1310988,0.0026631611,-0.0010652645,-0.002130529,11.5069275,0,1
191972000,191972000,1310988,0.0015978967,0.0031957934,0.002130529,11.506989,0,1
192972000,192972000,1310988,-0.0005326322,0.0010652645,0.0015978967,11.506989,0,1
193972000,193972000,1310988,-0.0015978967,-0.0037284256,0.007456851,11.50705,0,1
194972000,194972000,1310988,0.00479369,0.0053263223,0.0053263223,11.50708,0,1
195972000,195972000,1310988,-0.002130529,0.011185277,-0.006924219,11.5069275,0,1
196972000,196972000,1310988,-0.8202536,0.041545313,-0.27324033,11.506683,0,1
197972000,197972000,1310988,-0.2082592,0.4245079,-0.35260254,11.506897,0,1
198972000,198972000,1310988,0.007456851,0.48043427,-0.40533313,11.510376,0,1
199972000,199972000,1310988,0.21837921,0.330232,-0.3174488,11.51416,0,1
200972000,200972000,1310988,0.33609092,0.08681905,-0.20293288,11.514374,0,1
201972000,201972000,1310988,0.21891184,-0.019707393,-0.07829694,11.510681,0,1
202972000,202972000,1310988,0.07403588,-0.022903185,0.030360037,11.507355,0,1
203972000,203972000,1310988,0.0026631611,0.0015978967,0.05752428,11.5065,0,1
204972000,204972000,1310988,-0.025566347,0.0031957934,0.049002163,11.5065,0,1
205972000,205972000,1310988,-0.025566347,0.0,0.026631612,11.506531,0,1
206972000,206972000,1310988,-0.015446335,0.0031957934,0.0127831735,11.506531,0,1
207972000,207972000,1310988,-0.004261058,-0.007989483,0.0063915867,11.5065,0,1
208972000,208972000,1310988,0.14966966,0.008522116,0.049534798,11.506622,0,1
209972000,209972000,1310988,0.07084008,0.013848438,0.101200126,11.506348,0,1
210972000,210972000,1310988,-0.019707393,0.033023197,0.12197278,11.506256,0,1
211972000,211972000,1310988,-0.061252706,0.017576864,0.113983296,11.506256,0,1
212972000,212972000,1310988,-0.058589544,-0.0005326322,0.068176925,11.506165,0,1
213972000,213972000,1310988,-0.03888215,0.0026631611,0.03568636,11.506073,0,1
214972000,214972000,1310988,-0.020240024,0.00958738,0.0127831735,11.5060425,0,1
215972000,215972000,1310988,-0.009054748,-0.004261058,0.00479369,11.505798,0,1
216972000,216972000,1310988,-0.0010652645,-0.0015978967,0.002130529,11.505646,0,1
217972000,217972000,1310988,0.008522116,0.0037284256,-0.0058589545,11.505737,0,1
218972000,218972000,1310988,0.0037284256,-0.007456851,0.0063915867,11.505676,0,1
219972000,219972000,1310988,-0.0015978967,-0.0015978967,0.0037284256,11.505798,0,1
220972000,220972000,1310988,0.11611383,0.0015978967,0.07137272,11.505829,0,1
221972000,221972000,1310988,0.18748654,0.020240024,0.10546118,11.505585,0,1
222972000,222972000,1310988,0.0479369,0.05912218,0.17736652,11.505341,0,1
223972000,223972000,1310988,-0.051665325,0.053263225,0.17257284,11.505585,0,1
224972000,224972000,1310988,-0.087884314,0.035153728,0.13369069,11.5060425,0,1
225972000,225972000,1310988,-0.08948222,0.013315806,0.080960095,11.506165,0,1
226972000,226972000,1310988,-0.05273059,0.0005326322,0.027164243,11.506134,0,1
227972000,227972000,1310988,-0.025566347,-0.0026631611,0.00958738,11.506165,0,1
228972000,228972000,1310988,-0.01438107,-0.004261058,-0.0058589545,11.506409,0,1
229972000,229972000,1310988,0.002130529,0.0,-0.007456851,11.506714,0,1
230972000,230972000,1310988,0.004261058,0.0005326322,-0.0015978967,11.506897,0,1
231972000,231972000,1310988,0.0005326322,0.011185277,0.0031957934,11.507172,0,1
232972000,232972000,1310988,0.08681905,-0.0015978967,0.07243799,11.507385,0,1
233972000,233972000,1310988,0.12942964,0.008522116,0.080960095,11.507538,0,1
234972000,234972000,1310988,0.033023197,0.027164243,0.120907515,11.50769,0,1
235972000,235972000,1310988,-0.039947417,0.028229509,0.12942964,11.5078125,0,1
236972000,236972000,1310988,-0.061252706,0.00958738,0.08681905,11.508057,0,1
237972000,237972000,1310988,-0.053795855,0.0058589545,0.056991648,11.508362,0,1
238972000,238972000,1310988,-0.040480047,0.013848438,0.025033714,11.508514,0,1
239972000,239972000,1310988,-0.01438107,-0.009054748,0.006924219,11.508667,0,1
240972000,240972000,1310988,-0.82611257,0.056991648,-0.23861924,11.5086975,0,1
241972000,241972000,1310988,-0.21678132,0.4511395,-0.36325517,11.509338,0,1
242972000,242972000,1310988,-0.098004326,0.6295713,-0.4809669,11.513153,0,1
243972000,243972000,1310988,-0.0026631611,0.63702816,-0.46179214,11.516937,0,1
244972000,244972000,1310988,0.28229508,0.386691,-0.32437304,11.519318,0,1
245972000,245972000,1310988,0.5278385,0.0644485,-0.22264028,11.518921,0,1
246972000,246972000,1310988,0.28229508,-0.0479369,0.023435818,11.513031,0,1
247972000,247972000,1310988,0.070307456,0.0037284256,0.1470065,11.508789,0,1
248972000,248972000,1310988,-0.05539375,0.03781689,0.14274544,11.508179,0,1
249972000,249972000,1310988,-0.08522116,0.025566347,0.10013486,11.50827,0,1
250972000,250972000,1310988,-0.06870956,0.00479369,0.05486112,11.507874,0,1
251972000,251972000,1310988,-0.03568636,0.0005326322,0.023435818,11.507446,0,1
252972000,252972000,1310988,-0.021837922,-0.0058589545,0.0010652645,11.507263,0,1
253972000,253972000,1310988,0.0026631611,-0.0037284256,-0.007989483,11.507172,0,1
254972000,254972000,1310988,0.007456851,0.007456851,-0.006924219,11.50705,0,1
255972000,255972000,1310988,0.0010652645,-0.0037284256,-0.0063915867,11.506775,0,1
256972000,256972000,1310988,0.0031957934,-0.0058589545,-0.0005326322,11.506622,0,1
257972000,257972000,1310988,0.002130529,-0.00479369,0.0005326322,11.506439,0,1
258972000,258972000,1310988,0.0026631611,0.0005326322,0.006924219,11.506592,0,1
259972000,259972000,1310988,0.0037284256,0.0031957934,0.0015978967,11.506805,0,1
260972000,260972000,1310988,-0.0005326322,-0.006924219,0.004261058,11.506897,0,1
261972000,261972000,1310988,0.0,-0.0026631611,0.0,11.507172,0,1
262972000,262972000,1310988,0.008522116,0.0010652645,0.0053263223,11.507568,0,1
263972000,263972000,1310988,-0.004261058,0.0015978967,0.004261058,11.507935,0,1
264972000,264972000,1310988,-0.0058589545,-0.002130529,0.0,11.50827,0,1
265972000,265972000,1310988,0.7749799,0.0015978967,0.45540056,11.508606,0,1
266972000,266972000,1310988,0.2545982,0.30200246,0.376571,11.507782,0,1
267972000,267972000,1310988,0.00479369,0.38615838,0.4048005,11.509766,0,1
268972000,268972000,1310988,-0.16245283,0.28708878,0.33502567,11.513153,0,1
269972000,269972000,1310988,-0.2609898,0.10439592,0.21944448,11.514221,0,1
270972000,270972000,1310988,-0.1949434,0.0,0.09853696,11.512268,0,1
271972000,271972000,1310988,-0.0974717,-0.02130529,0.0005326322,11.510254,0,1
272972000,272972000,1310988,-0.020772656,-0.0005326322,-0.027164243,11.509552,0,1
273972000,273972000,1310988,0.015446335,-0.002130529,-0.0314253,11.509491,0,1
274972000,274972000,1310988,0.018642128,-0.00479369,-0.027164243,11.509491,0,1
275972000,275972000,1310988,0.018109497,-0.0010652645,-0.004261058,11.509552,0,1
276972000,276972000,1310988,0.007989483,-0.00958738,-0.004261058,11.5095825,0,1
277972000,277972000,1310988,0.0031957934,-0.0026631611,0.0063915867,11.509705,0,1
278972000,278972000,1310988,0.00479369,-0.0015978967,-0.0005326322,11.509796,0,1
279972000,279972000,1310988,0.004261058,0.0031957934,-0.0010652645,11.509918,0,1
280972000,280972000,1310988,-0.1304949,0.004261058,-0.03781689,11.510193,0,1
281972000,281972000,1310988,-0.0628506,0.024501082,-0.103863284,11.5104065,0,1
282972000,282972000,1310988,0.025566347,0.025033714,-0.11132014,11.510834,0,1
283972000,283972000,1310988,0.06711166,0.015978966,-0.0958738,11.511047,0,1
284972000,284972000,1310988,0.048469532,0.0031957934,-0.051132694,11.510956,0,1
285972000,285972000,1310988,0.04261058,-0.0010652645,-0.03089267,11.510681,0,1
286972000,286972000,1310988,0.015978966,-0.007989483,-0.00479369,11.510345,0,1
287972000,287972000,1310988,0.002130529,0.002130529,0.0031957934,11.51004,0,1
288972000,288972000,1310988,0.0,0.0,0.007456851,11.509827,0,1
289972000,289972000,1310988,0.008522116,0.002130529,0.0,11.509552,0,1
290972000,290972000,1310988,-0.16298546,0.0037284256,-0.053263225,11.509155,0,1
291972000,291972000,1310988,-0.070307456,0.036218993,-0.128897,11.508972,0,1
292972000,292972000,1310988,0.020240024,0.04261058,-0.13315806,11.509155,0,1
293972000,293972000,1310988,0.07084008,0.02396845,-0.113983296,11.509277,0,1
294972000,294972000,1310988,0.06870956,0.006924219,-0.068176925,11.509094,0,1
295972000,295972000,1310988,0.05006743,-0.0031957934,-0.042077947,11.508514,0,1
296972000,296972000,1310988,0.027164243,-0.0058589545,-0.010120012,11.508118,0,1
297972000,297972000,1310988,0.007989483,0.0005326322,-0.004261058,11.507782,0,1
298972000,298972000,1310988,-0.58962387,0.060720075,-0.20985709,11.507294,0,1
299972000,299972000,1310988,-0.12623383,0.2743056,-0.36432046,11.507568,0,1
300972000,300972000,1310988,0.07243799,0.28708878,-0.34674358,11.5104065,0,1
301972000,301972000,1310988,0.21252026,0.16937704,-0.2593919,11.512634,0,1
302972000,302972000,1310988,0.21198763,0.037284255,-0.16085494,11.511993,0,1
303972000,303972000,1310988,0.13688648,-0.0010652645,-0.06498113,11.509644,0,1
304972000,304972000,1310988,0.051132694,-0.015446335,0.00479369,11.507965,0,1
305972000,305972000,1310988,-0.0026631611,0.0005326322,0.017576864,11.507446,0,1
306972000,306972000,1310988,-0.010120012,0.0053263223,0.0127831735,11.507202,0,1
307972000,307972000,1310988,-0.017044231,-0.0005326322,0.012250541,11.506805,0,1
308972000,308972000,1310988,-0.00479369,0.0053263223,0.008522116,11.506653,0,1
309972000,309972000,1310988,0.0015978967,0.0063915867,0.0058589545,11.506592,0,1
310972000,310972000,1310988,0.0015978967,0.002130529,-0.002130529,11.506561,0,1
311972000,311972000,1310988,0.007989483,-0.00479369,0.0,11.506348,0,1
312972000,312972000,1310988,-0.002130529,-0.0037284256,-0.0015978967,11.506409,0,1
313972000,313972000,1310988,0.04527374,-0.004261058,0.0010652645,11.506348,0,1
314972000,314972000,1310988,0.49321744,0.19441076,0.38083205,11.5052185,0,1
315972000,315972000,1310988,0.14221281,0.50653327,0.4825648,11.505737,0,1
316972000,316972000,1310988,-0.017576864,0.5203817,0.44208476,11.508759,0,1
317972000,317972000,1310988,-0.2396845,0.31052458,0.3334278,11.511963,0,1
318972000,318972000,1310988,-0.36911413,0.07137272,0.1949434,11.51236,0,1
319972000,319972000,1310988,-0.22210763,-0.021837922,0.046339005,11.509033,0,1
320972000,320972000,1310988,-0.07084008,-0.011717909,-0.06338324,11.506561,0,1
321972000,321972000,1310988,0.012250541,0.015446335,-0.07243799,11.506256,0,1
322972000,322972000,1310988,0.05965481,-0.0010652645,-0.06657903,11.506378,0,1
323972000,323972000,1310988,0.044208474,0.0010652645,-0.034088463,11.506317,0,1
324972000,324972000,1310988,0.029827405,0.0,-0.011185277,11.506073,0,1
325972000,325972000,1310988,0.015446335,-0.01438107,-0.0037284256,11.505707,0,1
326972000,326972000,1310988,0.0010652645,0.0,0.0015978967,11.50589,0,1
327972000,327972000,1310988,-0.0026631611,-0.0015978967,-0.0005326322,11.505981,0,1
328972000,328972000,1310988,-0.0015978967,0.004261058,0.0026631611,11.506073,0,1
329972000,329972000,1310988,0.0015978967,-0.0031957934,0.0010652645,11.506165,0,1
330972000,330972000,1310988,0.0005326322,-0.007456851,0.0015978967,11.506195,0,1
331972000,331972000,1310988,0.0,0.002130529,0.0,11.506195,0,1
332972000,332972000,1310988,-0.0010652645,0.0031957934,0.0026631611,11.506348,0,1
333972000,333972000,1310988,0.007456851,0.0037284256,-0.006924219,11.506622,0,1
334972000,334972000,1310988,0.0026631611,-0.00479369,0.0005326322,11.506683,0,1
335972000,335972000,1310988,0.0058589545,0.0010652645,0.00958738,11.5069275,0,1
336972000,336972000,1310988,0.19387813,-0.006924219,0.050600063,11.50705,0,1
