timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
42972000,42972000,1310988,0.02633622,-0.107739076,-9.665392,11.832275,0,0,0,0,1
43972000,43972000,1310988,0.076614454,-0.011971008,-9.64145,11.832275,0,0,0,0,1
44972000,44972000,1310988,0.076614454,-0.10055647,-9.674969,11.832275,0,0,0,0,1
45972000,45972000,1310988,0.033518825,-0.021547815,-9.629479,11.832275,0,0,0,0,1
46972000,46972000,1310988,0.035913024,0.016759412,-9.715671,11.832275,0,0,0,0,1
47972000,47972000,1310988,0.05267244,-0.095768064,-9.710882,11.832275,0,0,0,0,1
48972000,48972000,1310988,0.110133275,-0.076614454,-9.660604,11.832275,0,0,0,0,1
49972000,49972000,1310988,0.055066638,0.02873042,-9.744401,11.832275,0,0,0,0,1
50972000,50972000,1310988,0.10534488,0.019153614,-9.634268,11.832275,0,0,0,0,1
51972000,51972000,1310988,0.011971008,-0.050278235,-9.718064,11.832275,0,0,0,0,1
52972000,52972000,1310988,0.007182605,-0.047884032,-9.639056,11.832275,0,0,0,0,1
53972000,53972000,1310988,0.035913024,-0.088585466,-9.622296,11.832275,0,0,0,0,1
54972000,54972000,1310988,-0.009576807,-0.01436521,-9.667787,11.832275,0,0,0,0,1
55972000,55972000,1310988,0.02633622,0.0047884034,-9.636662,11.832275,0,0,0,0,1
56972000,56972000,1310988,0.062249243,-0.045489833,-9.694122,11.832275,0,0,0,0,1
57972000,57972000,1310988,-0.07182605,0.05267244,-9.624691,11.832275,0,0,0,0,1
58972000,58972000,1310988,0.0,-0.01436521,-9.6845455,11.832275,0,0,0,0,1
59972000,59972000,1310988,0.016759412,-0.05267244,-9.667787,11.832275,0,0,0,0,1
60972000,60972000,1310988,0.02873042,-0.01436521,-9.648633,11.832275,0,0,0,0,1
61972000,61972000,1310988,0.05267244,-0.093373865,-9.646238,11.832275,0,0,0,0,1
62972000,62972000,1310988,-0.007182605,-0.11492168,-9.715671,11.832275,0,0,0,0,1
63972000,63972000,1310988,0.047884032,-0.047884032,-9.603143,11.832275,0,0,0,0,1
64972000,64972000,1310988,0.016759412,-0.047884032,-9.651027,11.832275,0,0,0,0,1
65972000,65972000,1310988,0.08140286,-0.02873042,-9.667787,11.832275,0,0,0,0,1
66972000,66972000,1310988,0.06943185,-0.02633622,-9.694122,11.832275,0,0,0,0,1
67972000,67972000,1310988,0.01436521,-0.062249243,-9.703699,11.832275,0,0,0,0,1
68972000,68972000,1310988,0.02633622,0.050278235,-9.7084875,11.832275,0,0,0,0,1
69972000,69972000,1310988,0.050278235,-0.06943185,-9.672575,11.832275,0,0,0,0,1
70972000,70972000,1310988,0.009576807,-0.076614454,-9.701305,11.832275,0,0,0,0,1
71972000,71972000,1310988,0.011971008,-0.11971009,-9.679757,11.832275,0,0,0,0,1
72972000,72972000,1310988,2.0446482,-0.11492168,-9.674969,11.832275,0,0,0,0,1
73972000,73972000,1310988,21.121647,0.04070143,-11.887212,11.831879,0,0,0,0,1
74972000,74972000,1310988,3.2609026,-0.1388637,-11.264719,11.807892,0,0,0,0,1
75972000,75972000,1310988,-0.33758244,0.009576807,-8.884883,11.764465,0,0,0,0,1
76972000,76972000,1310988,-1.328782,-0.019153614,-8.149862,11.726532,0,0,0,0,1
77972000,77972000,1310988,0.4333505,-0.08140286,-8.939949,11.700256,0,0,0,0,1
78972000,78972000,1310988,1.0462662,0.6799533,-10.637438,11.680176,0,0,0,0,1
79972000,79972000,1310988,2.123657,-0.29688102,-10.656591,11.661224,0,0,0,0,1
80972000,80972000,1310988,2.0733786,-0.45968673,-12.330139,11.644897,0,0,0,0,1
81972000,81972000,1310988,1.9273324,-0.35673606,-12.830527,11.629944,0,0,0,0,1
82972000,82972000,1310988,1.8052281,-0.51235914,-13.244724,11.615295,0,0,0,0,1
83972000,83972000,1310988,1.7022774,-0.6368576,-12.938266,11.599518,0,0,0,0,1
84972000,84972000,1310988,1.6208745,-0.6727707,-12.287044,11.582916,0,0,0,0,1
85972000,85972000,1310988,2.1667526,0.011971008,-7.5106106,11.56665,0,0,0,0,1
86972000,86972000,1310988,0.90261406,-0.19393034,-14.31972,11.562195,0,0,0,0,1
87972000,87972000,1310988,0.7685388,-0.6440403,-14.324509,11.555145,0,0,0,0,1
88972000,88972000,1310988,1.115698,-1.0127473,-11.6669445,11.541077,0,0,0,0,1
89972000,89972000,1310988,0.33518824,-0.533907,-7.5848308,11.523621,0,0,0,0,1
90972000,90972000,1310988,-0.095768064,-0.33997664,-8.908825,11.516663,0,0,0,0,1
91972000,91972000,1310988,-0.30885202,-0.25139117,-9.634268,11.514832,0,0,0,0,1
92972000,92972000,1310988,-0.39743748,0.021547815,-9.727641,11.513824,0,0,0,0,1
93972000,93972000,1310988,-0.35194764,0.031124622,-9.634268,11.512695,0,0,0,0,1
94972000,94972000,1310988,-0.49081135,-0.035913024,-9.543288,11.511658,0,0,0,0,1
95972000,95972000,1310988,-0.47884035,-0.02873042,-9.646238,11.510925,0,0,0,0,1
96972000,96972000,1310988,-0.45729253,-0.05746084,-9.61272,11.510315,0,0,0,0,1
97972000,97972000,1310988,-0.48841715,-0.1604115,-9.655815,11.509949,0,0,0,0,1
98972000,98972000,1310988,-0.40940848,-0.0023942017,-9.586384,11.509674,0,0,0,0,1
99972000,99972000,1310988,-0.5770026,-0.49559975,-9.832987,11.509399,0,0,0,0,1
100972000,100972000,1310988,-0.47405192,-0.2681506,-9.871294,11.509064,0,0,0,0,1
101972000,101972000,1310988,-0.5626374,-0.035913024,-9.983821,11.509277,0,0,0,0,1
102972000,102972000,1310988,-0.46208093,0.090979666,-9.885659,11.50946,0,0,0,0,1
103972000,103972000,1310988,-0.50278234,0.10055647,-9.696517,11.509277,0,0,0,0,1
104972000,104972000,1310988,-0.51954174,0.045489833,-9.64145,11.508789,0,0,0,0,1
105972000,105972000,1310988,-0.50517654,-0.04309563,-9.548077,11.508453,0,0,0,0,1
106972000,106972000,1310988,-0.58657944,-0.08619126,-9.655815,11.508423,0,0,0,0,1
107972000,107972000,1310988,-0.5434838,-0.06703765,-9.615114,11.508331,0,0,0,0,1
108972000,108972000,1310988,-0.40701428,-0.06943185,-9.68694,11.508331,0,0,0,0,1
109972000,109972000,1310988,-0.60812724,-0.019153614,-9.64145,11.508362,0,0,0,0,1
110972000,110972000,1310988,-0.5482722,0.007182605,-9.588778,11.508087,0,0,0,0,1
111972000,111972000,1310988,-0.46686932,-0.031124622,-9.689334,11.507935,0,0,0,0,1
112972000,112972000,1310988,-0.5506664,0.4285621,-9.7563715,11.507782,0,0,0,0,1
113972000,113972000,1310988,-0.49559975,0.23463176,-9.947908,11.507355,0,0,0,0,1
114972000,114972000,1310988,-0.48602295,-0.076614454,-10.120291,11.507507,0,0,0,0,1
115972000,115972000,1310988,-0.48841715,-0.18195933,-9.988609,11.507996,0,0,0,0,1
116972000,116972000,1310988,-0.46208093,-0.23942018,-9.830592,11.508026,0,0,0,0,1
117972000,117972000,1310988,-0.50517654,-0.17717093,-9.67018,11.507629,0,0,0,0,1
118972000,118972000,1310988,-0.62728083,-0.1436521,-9.531317,11.507141,0,0,0,0,1
119972000,119972000,1310988,-0.51714754,0.0047884034,-9.646238,11.50708,0,0,0,0,1
120972000,120972000,1310988,-0.48123455,-0.007182605,-9.677363,11.506958,0,0,0,0,1
121972000,121972000,1310988,-0.56982,-0.06943185,-9.7084875,11.506989,0,0,0,0,1
122972000,122972000,1310988,-0.545878,-0.038307227,-9.742006,11.507111,0,0,0,0,1
123972000,123972000,1310988,-0.5315128,-0.02873042,-9.55047,11.507172,0,0,0,0,1
124972000,124972000,1310988,-0.46447513,-0.079008654,-9.682152,11.507385,0,0,0,0,1
125972000,125972000,1310988,-0.5243302,-0.055066638,-9.64145,11.507507,0,0,0,0,1
126972000,126972000,1310988,-0.50038815,0.02633622,-9.682152,11.507629,0,0,0,0,1
127972000,127972000,1310988,-0.5626374,-0.51235914,-9.909601,11.50766,0,0,0,0,1
128972000,128972000,1310988,-0.59615624,-0.36391866,-10.168175,11.507416,0,0,0,0,1
129972000,129972000,1310988,-0.48602295,-0.007182605,-10.096349,11.507629,0,0,0,0,1
130972000,130972000,1310988,-0.51235914,0.1412579,-10.120291,11.50824,0,0,0,0,1
131972000,131972000,1310988,-0.51475334,0.18435353,-9.923966,11.508453,0,0,0,0,1
132972000,132972000,1310988,-0.5434838,0.23702596,-9.646238,11.507874,0,0,0,0,1
133972000,133972000,1310988,-0.50757074,0.035913024,-9.583989,11.507477,0,0,0,0,1
134972000,134972000,1310988,-0.49320555,0.033518825,-9.624691,11.507324,0,0,0,0,1
135972000,135972000,1310988,-0.5722142,-0.02873042,-9.672575,11.507355,0,0,0,0,1
136972000,136972000,1310988,-0.51475334,-0.0047884034,-9.662998,11.507446,0,0,0,0,1
137972000,137972000,1310988,-0.56982,-0.1364695,-9.583989,11.507324,0,0,0,0,1
138972000,138972000,1310988,-0.5267244,0.44532153,-9.9550905,11.507141,0,0,0,0,1
139972000,139972000,1310988,-0.61052144,0.15322891,-10.072407,11.507019,0,0,0,0,1
140972000,140972000,1310988,-0.46926352,-0.06464344,-10.196905,11.507568,0,0,0,0,1
141972000,141972000,1310988,-0.5386954,-0.16519992,-10.079589,11.508331,0,0,0,0,1
142972000,142972000,1310988,-0.49320555,-0.22984336,-9.945514,11.50827,0,0,0,0,1
143972000,143972000,1310988,-0.49799395,-0.17238252,-9.610326,11.507477,0,0,0,0,1
144972000,144972000,1310988,-0.5650316,-0.011971008,-9.555259,11.5069275,0,0,0,0,1
145972000,145972000,1310988,-0.50757074,-0.0023942017,-9.610326,11.506744,0,0,0,0,1
146972000,146972000,1310988,-0.60333884,0.01436521,-9.7084875,11.506561,0,0,0,0,1
147972000,147972000,1310988,-0.61052144,-0.009576807,-9.562442,11.5065,0,0,0,0,1
148972000,148972000,1310988,-0.533907,-0.076614454,-9.646238,11.506622,0,0,0,0,1
149972000,149972000,1310988,-0.5315128,-0.5363012,-9.751583,11.506744,0,0,0,0,1
150972000,150972000,1310988,-0.58418524,-0.17956513,-10.15381,11.506592,0,0,0,0,1
151972000,151972000,1310988,-0.557849,0.074220255,-10.149021,11.5069275,0,0,0,0,1
152972000,152972000,1310988,-0.59376204,0.15801731,-9.967062,11.507507,0,0,0,0,1
153972000,153972000,1310988,-0.5291186,0.25378537,-9.794679,11.50769,0,0,0,0,1
154972000,154972000,1310988,-0.49559975,0.11252748,-9.629479,11.507477,0,0,0,0,1
155972000,155972000,1310988,-0.50278234,0.1388637,-9.677363,11.507385,0,0,0,0,1
156972000,156972000,1310988,-0.4213795,0.011971008,-9.639056,11.507233,0,0,0,0,1
157972000,157972000,1310988,-0.48362875,0.06703765,-9.586384,11.507202,0,0,0,0,1
158972000,158972000,1310988,-0.49081135,0.05746084,-9.751583,11.507477,0,0,0,0,1
159972000,159972000,1310988,-0.58657944,0.023942016,-9.785102,11.507629,0,0,0,0,1
160972000,160972000,1310988,-0.50038815,0.50996494,-9.921572,11.50769,0,0,0,0,1
161972000,161972000,1310988,-0.6392518,0.29209262,-10.218452,11.50769,0,0,0,0,1
162972000,162972000,1310988,-0.50038815,0.047884032,-10.311827,11.508209,0,0,0,0,1
163972000,163972000,1310988,-0.59615624,-0.1412579,-10.261548,11.509155,0,0,0,0,1
164972000,164972000,1310988,-0.59136784,-0.1604115,-10.0748005,11.509613,0,0,0,0,1
165972000,165972000,1310988,-0.49320555,-0.21547815,-9.787497,11.509186,0,0,0,0,1
166972000,166972000,1310988,-0.581791,-0.059855044,-9.61272,11.508575,0,0,0,0,1
167972000,167972000,1310988,-0.5243302,0.0047884034,-9.598354,11.508209,0,0,0,0,1
168972000,168972000,1310988,-0.533907,0.0023942017,-9.749189,11.508087,0,0,0,0,1
169972000,169972000,1310988,-0.51714754,0.059855044,-9.603143,11.507965,0,0,0,0,1
170972000,170972000,1310988,-0.48362875,-0.0047884034,-9.720459,11.507843,0,0,0,0,1
171972000,171972000,1310988,-0.50517654,-0.01436521,-9.706094,11.50769,0,0,0,0,1
172972000,172972000,1310988,-0.49799395,-0.047884032,-9.615114,11.507538,0,0,0,0,1
173972000,173972000,1310988,-0.49799395,-0.019153614,-9.787497,11.507538,0,0,0,0,1
174972000,174972000,1310988,-0.48602295,-0.08379706,-9.849746,11.507019,0,0,0,0,1
175972000,175972000,1310988,-0.45729253,0.023942016,-10.42196,11.507141,0,0,0,0,1
176972000,176972000,1310988,-0.59376204,0.15083471,-10.424355,11.507965,0,0,0,0,1
177972000,177972000,1310988,-0.59376204,0.31364042,-10.177752,11.508453,0,0,0,0,1
178972000,178972000,1310988,-0.50757074,0.24181437,-9.837775,11.507904,0,0,0,0,1
179972000,179972000,1310988,-0.46686932,0.17238252,-9.603143,11.50705,0,0,0,0,1
180972000,180972000,1310988,-0.50038815,0.06464344,-9.586384,11.506683,0,0,0,0,1
181972000,181972000,1310988,-0.545878,-0.0047884034,-9.701305,11.506622,0,0,0,0,1
182972000,182972000,1310988,-0.48602295,0.17956513,-9.758766,11.506683,0,0,0,0,1
183972000,183972000,1310988,-0.35673606,-0.023942016,-9.636662,11.506226,0,0,0,0,1
184972000,184972000,1310988,-0.50517654,-0.045489833,-10.45069,11.506775,0,0,0,0,1
185972000,185972000,1310988,-0.6368576,-0.30406362,-10.469844,11.507874,0,0,0,0,1
186972000,186972000,1310988,-0.5243302,-0.29209262,-10.295067,11.508606,0,0,0,0,1
187972000,187972000,1310988,-0.533907,-0.23223756,-9.864111,11.508179,0,0,0,0,1
188972000,188972000,1310988,-0.47405192,-0.110133275,-9.6845455,11.507477,0,0,0,0,1
189972000,189972000,1310988,-0.47884035,-0.10295067,-9.617508,11.507172,0,0,0,0,1
190972000,190972000,1310988,-0.45968673,-0.0023942017,-9.703699,11.506989,0,0,0,0,1
191972000,191972000,1310988,-0.59615624,0.059855044,-9.651027,11.506805,0,0,0,0,1
192972000,192972000,1310988,-0.4381389,-0.038307227,-9.595961,11.506622,0,0,0,0,1
193972000,193972000,1310988,-0.48123455,0.016759412,-9.689334,11.506622,0,0,0,0,1
194972000,194972000,1310988,-0.6368576,-0.088585466,-9.787497,11.506592,0,0,0,0,1
195972000,195972000,1310988,-0.48602295,-0.011971008,-9.672575,11.506378,0,0,0,0,1
196972000,196972000,1310988,-0.48362875,-0.7182605,-9.919178,11.506256,0,0,0,0,1
197972000,197972000,1310988,-0.40701428,-0.39025488,-10.228029,11.505981,0,0,0,0,1
198972000,198972000,1310988,-0.5386954,-0.01436521,-10.453085,11.50647,0,0,0,0,1
199972000,199972000,1310988,-0.5674258,0.17477672,-10.3932295,11.507385,0,0,0,0,1
200972000,200972000,1310988,-0.59376204,0.31603462,-9.9790325,11.507782,0,0,0,0,1
201972000,201972000,1310988,-0.47644615,0.19632454,-9.763555,11.507355,0,0,0,0,1
202972000,202972000,1310988,-0.48362875,0.0047884034,-9.598354,11.506805,0,0,0,0,1
203972000,203972000,1310988,-0.50757074,-0.04070143,-9.660604,11.506683,0,0,0,0,1
204972000,204972000,1310988,-0.51475334,-0.038307227,-9.773131,11.506714,0,0,0,0,1
205972000,205972000,1310988,-0.50517654,0.062249243,-9.615114,11.506775,0,0,0,0,1
206972000,206972000,1310988,-0.5506664,0.62488663,-10.014946,11.506836,0,0,0,0,1
207972000,207972000,1310988,-0.48362875,0.320823,-10.115502,11.5065,0,0,0,0,1
208972000,208972000,1310988,-0.50757074,0.01436521,-10.455479,11.50705,0,0,0,0,1
209972000,209972000,1310988,-0.49320555,-0.272939,-10.247183,11.507935,0,0,0,0,1
210972000,210972000,1310988,-0.5793968,-0.2777274,-10.0748005,11.50824,0,0,0,0,1
211972000,211972000,1310988,-0.5243302,-0.20829555,-9.727641,11.507477,0,0,0,0,1
212972000,212972000,1310988,-0.44532153,-0.12689269,-9.557653,11.506622,0,0,0,0,1
213972000,213972000,1310988,-0.45968673,-0.1436521,-9.679757,11.506256,0,0,0,0,1
214972000,214972000,1310988,-0.6368576,-0.033518825,-9.864111,11.506165,0,0,0,0,1
215972000,215972000,1310988,-0.4165911,-0.02873042,-9.691729,11.505798,0,0,0,0,1
216972000,216972000,1310988,-0.46926352,-0.009576807,-9.619903,11.505524,0,0,0,0,1
217972000,217972000,1310988,-0.521936,-0.050278235,-9.68694,11.505524,0,0,0,0,1
218972000,218972000,1310988,-0.48123455,-0.076614454,-9.548077,11.505371,0,0,0,0,1
219972000,219972000,1310988,-0.39983168,-0.24181437,-9.76116,11.505188,0,0,0,0,1
220972000,220972000,1310988,-0.49559975,-0.18195933,-10.18254,11.505249,0,0,0,0,1
221972000,221972000,1310988,-0.4405331,0.12928689,-10.235212,11.50592,0,0,0,0,1
222972000,222972000,1310988,-0.557849,0.17477672,-10.005369,11.50647,0,0,0,0,1
223972000,223972000,1310988,-0.533907,0.12210429,-9.617508,11.506134,0,0,0,0,1
224972000,224972000,1310988,-0.51954174,0.033518825,-9.598354,11.505646,0,0,0,0,1
225972000,225972000,1310988,-0.49799395,-0.01436521,-9.691729,11.505524,0,0,0,0,1
226972000,226972000,1310988,-0.5434838,-0.04309563,-9.720459,11.505554,0,0,0,0,1
227972000,227972000,1310988,-0.58657944,-0.079008654,-9.615114,11.505493,0,0,0,0,1
228972000,228972000,1310988,-0.46447513,-0.090979666,-9.682152,11.505646,0,0,0,0,1
229972000,229972000,1310988,-0.63206923,0.23223756,-9.868899,11.505737,0,0,0,0,1
230972000,230972000,1310988,-0.5386954,0.059855044,-10.115502,11.505737,0,0,0,0,1
231972000,231972000,1310988,-0.581791,-0.18674773,-10.25676,11.506409,0,0,0,0,1
232972000,232972000,1310988,-0.59855044,-0.28491,-10.058042,11.507233,0,0,0,0,1
233972000,233972000,1310988,-0.5650316,-0.29209262,-9.849746,11.507477,0,0,0,0,1
234972000,234972000,1310988,-0.5602432,-0.22744916,-9.667787,11.507202,0,0,0,0,1
235972000,235972000,1310988,-0.45968673,-0.076614454,-9.605537,11.5069275,0,0,0,0,1
236972000,236972000,1310988,-0.49559975,-0.050278235,-9.586384,11.50708,0,0,0,0,1
237972000,237972000,1310988,-0.5602432,-0.021547815,-9.727641,11.507477,0,0,0,0,1
238972000,238972000,1310988,-0.6727707,0.016759412,-9.703699,11.50766,0,0,0,0,1
239972000,239972000,1310988,-0.5554548,-0.009576807,-9.605537,11.507843,0,0,0,0,1
240972000,240972000,1310988,-0.5506664,-0.08379706,-9.68694,11.508087,0,0,0,0,1
241972000,241972000,1310988,-0.62249243,-0.06703765,-9.696517,11.508392,0,0,0,0,1
242972000,242972000,1310988,-0.5291186,-0.047884032,-9.691729,11.508514,0,0,0,0,1
243972000,243972000,1310988,-0.51235914,-0.49559975,-10.115502,11.508331,0,0,0,0,1
244972000,244972000,1310988,-0.6368576,-0.18914193,-10.6398325,11.508514,0,0,0,0,1
245972000,245972000,1310988,-0.5506664,0.06464344,-10.6158905,11.509308,0,0,0,0,1
246972000,246972000,1310988,-0.6631939,0.20111294,-10.271125,11.510101,0,0,0,0,1
247972000,247972000,1310988,-0.51954174,0.22505496,-9.878476,11.510071,0,0,0,0,1
248972000,248972000,1310988,-0.48123455,0.019153614,-9.689334,11.509399,0,0,0,0,1
249972000,249972000,1310988,-0.50517654,0.06703765,-9.672575,11.508789,0,0,0,0,1
250972000,250972000,1310988,-0.545878,0.047884032,-9.643845,11.508514,0,0,0,0,1
251972000,251972000,1310988,-0.5363012,0.050278235,-9.646238,11.50824,0,0,0,0,1
252972000,252972000,1310988,-0.51714754,-0.009576807,-9.622296,11.507965,0,0,0,0,1
253972000,253972000,1310988,-0.5506664,0.090979666,-9.797073,11.508118,0,0,0,0,1
254972000,254972000,1310988,-0.641646,0.090979666,-9.935937,11.508118,0,0,0,0,1
255972000,255972000,1310988,-0.48123455,0.02633622,-9.564836,11.50766,0,0,0,0,1
256972000,256972000,1310988,-0.58418524,0.007182605,-9.667787,11.507324,0,0,0,0,1
257972000,257972000,1310988,-0.6536171,0.016759412,-9.552865,11.50705,0,0,0,0,1
258972000,258972000,1310988,-0.5315128,-0.055066638,-9.634268,11.507111,0,0,0,0,1
259972000,259972000,1310988,-0.62967503,0.021547815,-9.77792,11.507233,0,0,0,0,1
260972000,260972000,1310988,-0.61052144,-0.14844051,-9.734824,11.507294,0,0,0,0,1
261972000,261972000,1310988,-0.5315128,-0.009576807,-9.722853,11.507507,0,0,0,0,1
262972000,262972000,1310988,-0.6344634,-0.06703765,-9.682152,11.507874,0,0,0,0,1
263972000,263972000,1310988,-0.60094464,-0.062249243,-9.701305,11.50824,0,0,0,0,1
264972000,264972000,1310988,-0.5291186,-0.01436521,-9.68694,11.508514,0,0,0,0,1
265972000,265972000,1310988,-0.5602432,-0.088585466,-9.861717,11.508911,0,0,0,0,1
266972000,266972000,1310988,-0.61770403,-0.05267244,-9.770737,11.509277,0,0,0,0,1
267972000,267972000,1310988,-0.5793968,-0.076614454,-9.7803135,11.509552,0,0,0,0,1
268972000,268972000,1310988,-0.7015011,-0.06703765,-9.696517,11.509613,0,0,0,0,1
269972000,269972000,1310988,-0.5243302,-0.045489833,-9.773131,11.509644,0,0,0,0,1
270972000,270972000,1310988,-0.41180268,-0.076614454,-9.7324295,11.509735,0,0,0,0,1
271972000,271972000,1310988,-0.5386954,-0.090979666,-9.751583,11.509857,0,0,0,0,1
272972000,272972000,1310988,-0.60573304,0.0047884034,-9.7324295,11.509796,0,0,0,0,1
273972000,273972000,1310988,-0.6344634,-0.08140286,-9.787497,11.509766,0,0,0,0,1
274972000,274972000,1310988,-0.58657944,-0.06464344,-9.655815,11.509857,0,0,0,0,1
275972000,275972000,1310988,-0.46447513,-0.107739076,-9.916783,11.509979,0,0,0,0,1
276972000,276972000,1310988,-0.5674258,-0.1388637,-9.725247,11.51001,0,0,0,0,1
277972000,277972000,1310988,-0.5315128,-0.08619126,-9.840169,11.510101,0,0,0,0,1
278972000,278972000,1310988,-1.5562311,-0.51714754,-8.394072,11.51239,0,0,0,0,1
279972000,279972000,1310988,-1.8483237,-0.557849,-10.295067,11.522736,0,0,0,0,1
280972000,280972000,1310988,-1.9321208,-0.20111294,-11.21444,11.535889,0,0,0,0,1
281972000,281972000,1310988,-1.8914193,0.40701428,-10.510546,11.551025,0,0,0,0,1
282972000,282972000,1310988,-1.9249382,0.46926352,-10.42196,11.565094,0,0,0,0,1
283972000,283972000,1310988,-0.9935937,0.2681506,-11.020511,11.572876,0,0,0,0,1
284972000,284972000,1310988,-0.6919243,0.110133275,-10.378864,11.57428,0,0,0,0,1
285972000,285972000,1310988,-0.59376204,-0.08379706,-10.350134,11.574585,0,0,0,0,1
286972000,286972000,1310988,-0.6344634,-0.10055647,-10.335769,11.574829,0,0,0,0,1
287972000,287972000,1310988,-0.5650316,-0.093373865,-10.259154,11.574829,0,0,0,0,1
288972000,288972000,1310988,-0.5243302,-0.095768064,-10.213664,11.5746155,0,0,0,0,1
289972000,289972000,1310988,-0.45250413,-0.06464344,-10.187328,11.57431,0,0,0,0,1
290972000,290972000,1310988,-0.59376204,-0.01436521,-10.0029745,11.573853,0,0,0,0,1
291972000,291972000,1310988,-0.61291564,-0.1340753,-10.127473,11.573608,0,0,0,0,1
292972000,292972000,1310988,-0.5482722,-0.05746084,-10.060435,11.573486,0,0,0,0,1
293972000,293972000,1310988,-0.5482722,-0.10534488,-10.09156,11.573303,0,0,0,0,1
294972000,294972000,1310988,-0.48841715,-0.090979666,-10.144233,11.573212,0,0,0,0,1
295972000,295972000,1310988,-0.61052144,-0.062249243,-10.156203,11.57309,0,0,0,0,1
296972000,296972000,1310988,-0.5243302,-0.16519992,-10.105926,11.572968,0,0,0,0,1
297972000,297972000,1310988,-0.62249243,-0.12928689,-10.151415,11.572845,0,0,0,0,1
298972000,298972000,1310988,-0.58418524,-0.05746084,-10.151415,11.572662,0,0,0,0,1
