timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
69896000,1655588253269886,0,473977508,85456073,488177,488177,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.02,3.7651987,0,nan,nan,0,3,0,1,10
70692000,1655588254065886,0,473977508,85456073,488176,488176,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,0.0,1.9997982,0,nan,nan,0,3,0,1,10
71892000,1655588255269886,0,473977508,85456073,488175,488175,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.01,-0.03,2.174331,0,nan,nan,0,3,0,1,10
72692000,1655588256065886,0,473977508,85456074,488169,488169,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,0.0,1.0836749,0,nan,nan,0,3,0,1,10
73896000,1655588257269886,0,473977508,85456073,488169,488169,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,0.8049458,0,nan,nan,0,3,0,1,10
74696000,1655588258065886,0,473977508,85456073,488172,488172,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.01,0.03,4.9218283,0,nan,nan,0,3,0,1,10
75896000,1655588259269886,0,473977509,85456073,488169,488169,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,-0.04,3.5676272,0,nan,nan,0,3,0,1,10
76696000,1655588260065886,0,473977508,85456073,488172,488172,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0,0.26494098,0,nan,nan,0,3,0,1,10
77892000,1655588261269886,0,473977508,85456073,488160,488160,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,-0.01,0.0,3.833092,0,nan,nan,0,3,0,1,10
78696000,1655588262065886,0,473977508,85456073,488175,488175,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,1.7481217,0,nan,nan,0,3,0,1,10
79896000,1655588263269886,0,473977508,85456073,488176,488176,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.02,3.1232667,0,nan,nan,0,3,0,1,10
80696000,1655588264065886,0,473977508,85456072,488165,488165,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.02,-0.01,1.0524335,0,nan,nan,0,3,0,1,10
81892000,1655588265269886,0,473977508,85456073,488165,488165,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.01,-0.03,-0.01,5.198987,0,nan,nan,0,3,0,1,10
82692000,1655588266065886,0,473977508,85456073,488163,488163,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.01,0.02,5.315051,0,nan,nan,0,3,0,1,10
83896000,1655588267269886,0,473977508,85456072,488161,488161,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.02,0.0,4.4191737,0,nan,nan,0,3,0,1,10
84696000,1655588268065886,0,473977507,85456073,488171,488171,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.01,0.0,4.619014,0,nan,nan,0,3,0,1,10
85896000,1655588269269886,0,473977508,85456073,488173,488173,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,-0.01,-0.02,4.105887,0,nan,nan,0,3,0,1,10
86696000,1655588270065886,0,473977508,85456073,488159,488159,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.02,0.01,0.8801695,0,nan,nan,0,3,0,1,10
87892000,1655588271269886,0,473977507,85456073,488175,488175,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,-0.01,0.01,4.0071015,0,nan,nan,0,3,0,1,10
88696000,1655588272065886,0,473977508,85456073,488164,488164,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,1.9418532,0,nan,nan,0,3,0,1,10
89892000,1655588273269886,0,473977508,85456073,488172,488172,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.02,0.19617501,0,nan,nan,0,3,0,1,10
90692000,1655588274065886,0,473977508,85456073,488163,488163,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,4.0315356,0,nan,nan,0,3,0,1,10
91896000,1655588275269886,0,473977508,85456072,488168,488168,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0,0.18517943,0,nan,nan,0,3,0,1,10
92696000,1655588276065886,0,473977508,85456072,488176,488176,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,0.0,0.9707521,0,nan,nan,0,3,0,1,10
93892000,1655588277269886,0,473977508,85456073,488173,488173,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,-0.01,1.365022,0,nan,nan,0,3,0,1,10
94692000,1655588278065886,0,473977508,85456072,488171,488171,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.04,0.6021386,0,nan,nan,0,3,0,1,10
95896000,1655588279269886,0,473977508,85456073,488173,488173,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.049999997,1.2594295,0,nan,nan,0,3,0,1,10
96696000,1655588280065886,0,473977508,85456073,488163,488163,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,0.0,3.68055,0,nan,nan,0,3,0,1,10
97896000,1655588281269886,0,473977507,85456073,488173,488173,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,0.0,1.6322318,0,nan,nan,0,3,0,1,10
98696000,1655588282065886,0,473977508,85456073,488168,488168,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,-0.02,0.01,0.02,2.6056018,0,nan,nan,0,3,0,1,10
99896000,1655588283269886,0,473977508,85456073,488166,488166,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.04,4.782551,0,nan,nan,0,3,0,1,10
100696000,1655588284065886,0,473977508,85456073,488171,488171,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,0.0,2.8934069,0,nan,nan,0,3,0,1,10
101892000,1655588285269886,0,473977508,85456073,488174,488174,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.03,2.4767969,0,nan,nan,0,3,0,1,10
102696000,1655588286065886,0,473977508,85456073,488177,488177,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.01,0.02,4.8244386,0,nan,nan,0,3,0,1,10
103892000,1655588287269886,0,473977508,85456073,488172,488172,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,0.02,3.625398,0,nan,nan,0,3,0,1,10
104696000,1655588288065886,0,473977508,85456073,488164,488164,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.01,-0.01,2.3420575,0,nan,nan,0,3,0,1,10
105896000,1655588289269886,0,473977508,85456072,488163,488163,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.01,-0.01,0.02,5.2792716,0,nan,nan,0,3,0,1,10
106696000,1655588290065886,0,473977508,85456073,488176,488176,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,6.063972,0,nan,nan,0,3,0,1,10
107892000,1655588291269886,0,473977508,85456073,488171,488171,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,0.02,3.3150785,0,nan,nan,0,3,0,1,10
108692000,1655588292065886,0,473977508,85456073,488164,488164,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.04,1.5973252,0,nan,nan,0,3,0,1,10
109896000,1655588293269886,0,473977508,85456073,488165,488165,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.01,0.0,5.2660074,0,nan,nan,0,3,0,1,10
110696000,1655588294065886,0,473977508,85456073,488174,488174,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.01,0.0,4.2990947,0,nan,nan,0,3,0,1,10
111892000,1655588295269886,0,473977508,85456072,488167,488167,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,0.01,2.1197023,0,nan,nan,0,3,0,1,10
112696000,1655588296065886,0,473977508,85456073,488169,488169,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.01,-0.06,4.872261,0,nan,nan,0,3,0,1,10
113892000,1655588297269886,0,473977508,85456073,488169,488169,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.02,0.0,5.079955,0,nan,nan,0,3,0,1,10
114696000,1655588298065886,0,473977508,85456073,488174,488174,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.02,-0.01,4.6560144,0,nan,nan,0,3,0,1,10
115896000,1655588299269886,0,473977507,85456541,488192,488192,0.25,0.5,1.0,1.0,0.0,0.0,0,0,11.9,-0.13,11.88,-0.13,1.58249,0,nan,nan,0,3,0,1,10
116692000,1655588300065886,0,473977482,85458304,489892,489892,0.25,0.5,1.0,1.0,0.0,0.0,0,0,17.77,-0.41,17.77,-4.8199997,1.5938346,0,nan,nan,0,3,0,1,10
117896000,1655588301269886,0,473977440,85461178,497416,497416,0.25,0.5,1.0,1.0,0.0,0.0,0,0,18.09,-0.14999999,18.09,-6.8199997,1.5793484,0,nan,nan,0,3,0,1,10
118696000,1655588302065886,0,473977442,85463007,502552,502552,0.25,0.5,1.0,1.0,0.0,0.0,0,0,15.94,0.19999999,15.929999,-5.72,1.5578808,0,nan,nan,0,3,0,1,10
119896000,1655588303269886,0,473977480,85465254,507951,507951,0.25,0.5,1.0,1.0,0.0,0.0,0,0,12.5,0.45,12.469999,-3.5,1.5339699,0,nan,nan,0,3,0,1,10
120692000,1655588304065886,0,473977515,85466519,510511,510511,0.25,0.5,1.0,1.0,0.0,0.0,0,0,11.48,0.48999998,11.469999,-3.04,1.5273376,0,nan,nan,0,3,0,1,10
121896000,1655588305269886,0,473977573,85468294,513936,513936,0.25,0.5,1.0,1.0,0.0,0.0,0,0,10.76,0.55,10.76,-2.75,1.5191346,0,nan,nan,0,3,0,1,10
122696000,1655588306065886,0,473977613,85469421,516135,516135,0.25,0.5,1.0,1.0,0.0,0.0,0,0,10.55,0.53999996,10.53,-2.74,1.519309,0,nan,nan,0,3,0,1,10
123896000,1655588307269886,0,473977674,85471096,519484,519484,0.25,0.5,1.0,1.0,0.0,0.0,0,0,10.38,0.59,10.37,-2.78,1.513724,0,nan,nan,0,3,0,1,10
124696000,1655588308065886,0,473977728,85472190,521721,521721,0.25,0.5,1.0,1.0,0.0,0.0,0,0,10.25,1.3299999,10.19,-2.8899999,1.4402456,0,nan,nan,0,3,0,1,10
125896000,1655588309265886,0,473978223,85473598,525229,525229,0.25,0.5,1.0,1.0,0.0,0.0,0,0,10.3,7.71,6.79,-2.6699998,0.72186816,0,nan,nan,0,3,0,1,10
126692000,1655588310069886,0,473978910,85474059,527260,527260,0.25,0.5,1.0,1.0,0.0,0.0,0,0,10.79,10.74,1.3,-2.48,0.12095131,0,nan,nan,0,3,0,1,10
127892000,1655588311265886,0,473980107,85473595,528920,528920,0.25,0.5,1.0,1.0,0.0,0.0,0,0,12.92,10.719999,-7.19,0.04,5.691868,0,nan,nan,0,3,0,1,10
128696000,1655588312069886,0,473980695,85472457,529056,529056,0.25,0.5,1.0,1.0,0.0,0.0,0,0,14.16,4.5499997,-13.42,-0.58,5.0391145,0,nan,nan,0,3,0,1,10
129896000,1655588313265886,0,473980390,85470296,530786,530786,0.25,0.5,1.0,1.0,0.0,0.0,0,0,14.679999,-9.719999,-11.0199995,-2.1599998,3.9898224,0,nan,nan,0,3,0,1,10
130696000,1655588314069886,0,473979484,85469507,532767,532767,0.25,0.5,1.0,1.0,0.0,0.0,0,0,14.759999,-14.32,-3.59,-2.6799998,3.387335,0,nan,nan,0,3,0,1,10
131896000,1655588315265886,0,473977926,85469655,536133,536133,0.25,0.5,1.0,1.0,0.0,0.0,0,0,14.309999,-13.74,3.98,-2.29,2.8593729,0,nan,nan,0,3,0,1,10
132696000,1655588316069886,0,473976961,85470176,537396,537396,0.25,0.5,1.0,1.0,0.0,0.0,0,0,14.11,-13.03,5.45,-0.93,2.745403,0,nan,nan,0,3,0,1,10
133896000,1655588317265886,0,473975560,85471073,537973,537973,0.25,0.5,1.0,1.0,0.0,0.0,0,0,14.2,-13.11,5.48,-0.25,2.7452283,0,nan,nan,0,3,0,1,10
134696000,1655588318069886,0,473974597,85471621,538092,538092,0.25,0.5,1.0,1.0,0.0,0.0,0,0,14.259999,-13.49,4.68,-0.11,2.8075366,0,nan,nan,0,3,0,1,10
135896000,1655588319265886,0,473973113,85472255,538170,538170,0.25,0.5,1.0,1.0,0.0,0.0,0,0,14.36,-13.969999,3.32,0.01,2.9077184,0,nan,nan,0,3,0,1,10
136696000,1655588320069886,0,473972093,85472572,538192,538192,0.25,0.5,1.0,1.0,0.0,0.0,0,0,14.41,-14.17,2.6499999,-0.01,2.9564133,0,nan,nan,0,3,0,1,10
137896000,1655588321265886,0,473970557,85472945,538238,538238,0.25,0.5,1.0,1.0,0.0,0.0,0,0,14.41,-14.24,2.11,-0.07,2.9942868,0,nan,nan,0,3,0,1,10
138692000,1655588322069886,0,473969523,85473162,538258,538258,0.25,0.5,1.0,1.0,0.0,0.0,0,0,14.4,-14.259999,1.9599999,0.049999997,3.004584,0,nan,nan,0,3,0,1,10
139892000,1655588323265886,0,473967983,85473472,538276,538276,0.25,0.5,1.0,1.0,0.0,0.0,0,0,14.42,-14.28,1.91,-0.03,3.0080748,0,nan,nan,0,3,0,1,10
140696000,1655588324069886,0,473966946,85473682,538272,538272,0.25,0.5,1.0,1.0,0.0,0.0,0,0,14.42,-14.28,1.9599999,-0.02,3.004584,0,nan,nan,0,3,0,1,10
141892000,1655588325265886,0,473965405,85473999,538278,538278,0.25,0.5,1.0,1.0,0.0,0.0,0,0,14.45,-14.299999,2.0,0.01,3.0019662,0,nan,nan,0,3,0,1,10
