,sensor reading,prediction
0,0.1918397343179852,
1,0.17670700221610794,
2,0.1697125053404893,
3,0.1521626992136512,
4,0.151188997547872,
5,0.1358879762824089,-0.41102707
6,0.1192131741115607,-0.4217586
7,0.098017992768138,-0.44801205
8,0.0754457360120082,-0.4422158
9,0.0561417164629739,-0.4885885
10,0.0454352918851197,-0.5074069
11,0.028603376665437403,-0.49230605
12,0.0210653170214094,-0.51112443
13,0.0098367439727388,-0.48279226
14,0.0069867493403126995,-0.5094856
15,1.4377292978575213,1.4377292978575213
16,3.1916856911867644,3.1916856911867644
17,5.434218437101411,[4.560445]
18,7.48814986345193,[7.8059444]
19,9.351379965327611,[10.243935]
20,10.984671217819184,10.066653
21,12.38695677351212,11.686303
22,13.598262318058659,12.976058
23,14.676092187609324,14.000048
24,15.622007119198038,14.91404
25,16.42971603623427,15.743547
26,17.12985842977044,16.521307
27,17.713784928931247,17.094011
28,18.185443785882946,17.548574
29,18.53832677303063,17.914408
30,18.786090339421257,18.169628
31,18.93380688041512,18.327974
32,19.007205638760347,18.40268
33,19.00343729534177,18.387863
34,18.945908322006076,18.313158
35,18.84249402364732,18.15481
36,18.6915723567475,17.994825
37,18.48325349680486,17.800343
38,18.224437001588363,17.56079
39,17.91284708273575,17.287529
40,17.568972711000907,16.887989
41,17.18120748032786,16.518705
42,16.742835179442086,16.093775
43,16.26938411050722,15.603917
44,15.783722165042528,15.108355
45,15.266123552077246,14.556971
46,14.730146744875348,13.977766
47,14.171284284462539,13.426382
48,13.59674913652172,12.888175
49,13.0123298936571,12.270401
50,17.101265643066952,11.692721
51,16.492320941781756,10.608904
52,11.193215250175314,9.623568
53,15.300605397208532,9.61941
54,10.007615457107317,8.561713
55,9.428328197213682,8.434935
56,8.853782163074754,7.950236
57,8.296060461632052,7.524986
58,7.73661931384616,6.975983
59,7.217940675437055,6.474158
60,6.70313809651201,5.9338307
61,6.214967971003354,5.43097
62,5.746546096411032,5.065036
63,5.29254809053645,4.559247
64,4.867544040926669,4.1412153
65,9.164403882358318,3.7314382
66,4.065627154241413,2.901509
67,3.696153601177916,2.8723576
68,3.3487600080738167,2.574922
69,3.0233819744729424,2.3094945
70,2.708863267258962,2.0387526
71,2.4312952958023226,1.7565854
72,2.1673460154739272,1.4665849
73,1.9383587916917533,1.2589135
74,1.7027857045334478,1.0748067
75,1.509959967145822,0.8700335
76,1.3231671888620262,0.7084626
77,1.1585211201207608,0.528304
78,0.9925452736327759,0.403592
79,0.8427819555073721,0.26083946
80,0.7000113580884217,0.14685899
81,0.5649356984496375,0.020068288
82,0.45237097762374817,-0.11852682
83,0.347560472791509,-0.21368891
84,0.2531511458340214,-0.31378627
85,0.1732031131974531,-0.39012998
86,0.1037025878029505,-0.41967988
87,0.04783926866784171,-0.46025634
88,0.008072673957593,-0.49230605
89,-0.0393896566630302,-0.55541843
90,-0.0676063040054882,-0.5603537
91,-0.10554283656766349,-0.5816719
92,-0.12541354575355,-0.63090116
93,4.555268218810672,-0.6453502
94,-0.1607081470040652,-0.95666885
95,-0.1654685381970199,-0.75561315
96,-0.1521426628795554,-0.6945795
97,-0.1473156023175593,-0.6875655
98,-0.1425288665251845,-0.63955396
99,-0.145329369636225,-0.6042078
100,-0.1519619462613932,-0.6112218
101,-0.1448309708389745,-0.6112218
102,-0.1380176202998645,-0.5903247
103,-0.1357461291210684,-0.58660716
104,-0.1273917226482848,-0.5677888
105,-0.1187848194047649,-0.60750425
106,-0.11490116250034152,-0.59612095
107,-0.095550326569867,-0.5481094
108,-0.091726394786008,-0.5677888
109,-0.0855937066483575,-0.514842
110,-0.0732109026729445,-0.5299428
111,-0.0665396342078711,-0.514842
112,-0.0367175132868329,-0.51276326
113,-0.0195480279500356,-0.45981646
114,-0.0106613614472671,-0.46683043
115,0.0228944194651759,-0.4865098
116,0.0688077105582083,-0.44801205
117,0.0980037891443967,-0.37538588
118,0.11681542022345151,-0.3363222
119,0.1353153966394229,-0.35077125
120,0.1438892860547873,-0.34211844
121,0.155983949555029,-0.3363222
122,0.1513181307757386,-0.29782444
123,0.1660129512347973,-0.31378627
124,0.1735506923142912,-0.32615662
125,0.18449645511415871,-0.34869254
126,0.1962203289772815,-0.32243907
127,0.1934285978500845,-0.27692735
128,0.18414220676858523,-0.2732098
129,0.18342464588511917,-0.27900606
130,4.868401359377422,-0.29782444
131,0.169442023424564,-0.6112218
132,0.1629070959964199,-0.42339742
133,0.1658285218501227,-0.3683719
134,0.1612969700005432,-0.32823533
135,0.1529037341779836,-0.34211844
136,0.1607871636135917,-0.3384009
137,0.1588783890965811,-0.35077125
138,0.15833253220516,-0.32122135
139,0.1466167886131501,-0.3384009
140,0.1252350121045872,-0.36673307
141,4.81638194247012,-0.39298654
142,0.102340380645027,-0.7101014
143,0.0899872558834018,-0.5234948
144,0.0826949699233419,-0.49022734
145,0.066230638068957,-0.44965088
146,0.057146718813101,-0.44593334
147,0.052252599270762805,-0.44965088
148,0.055849139575594904,-0.44593334
149,0.062337962808838195,-0.44801205
150,0.0652586323582514,-0.44801205
151,0.0703979262707041,-0.43849826
152,0.0777491638583049,-0.4213187
153,0.086806010858341,-0.433563
154,0.0872733496135174,-0.4213187
155,0.0846963286904677,-0.41388363
156,0.0875203116119526,-0.3913477
157,0.0857702120267255,-0.4422158
158,0.0777127122833787,-0.4422158
159,0.0660897420175564,-0.4422158
160,0.0570733401082786,-0.4422158
161,0.0515510961024632,-0.44593334
162,0.0440918892020323,-0.47634423
163,0.0388163516554755,-0.48279226
164,0.0419053281301662,-0.51112443
165,0.0302833634052743,-0.4865098
166,0.0279861750693666,-0.47426552
167,0.028765729986265705,-0.4865098
168,0.0326797364650972,-0.53366035
169,0.03723066001773,-0.51276326
170,0.022775993099627,-0.49022734
171,0.023932070669343,-0.51112443
172,0.027712822634887602,-0.49352378
173,0.030685980847912804,-0.49724132
174,0.026041418802821705,-0.48279226
175,0.023779035361137,-0.48279226
176,0.027707863112213,-0.4951626
177,0.0272639291100098,-0.46890914
178,0.0218403547390517,-0.47426552
179,0.0106378455404816,-0.49022734
180,4.718390491971842,-0.5234948
181,0.0012670967368896,-0.85942805
182,-0.0227113078834301,-0.61701804
183,-0.0295290816567185,-0.5677888
184,-0.0348228163428486,-0.54317415
185,-0.0459656691757897,-0.514842
186,-0.0593541876878693,-0.5849683
187,-0.0573460737483389,-0.5924034
188,-0.053433161618896,-0.58660716
189,-0.0585032937958984,-0.56407124
190,-0.0668826869581277,-0.5373779
191,-0.0700234066783389,-0.5812508
192,-0.0665334462636837,-0.5812508
193,-0.0560904596586215,-0.58660716
194,-0.0608131444990786,-0.5603537
195,-0.05863541213387769,-0.56407124
196,-0.0567228159883735,-0.53573906
197,-0.0649186563913547,-0.5677888
198,4.619091253847022,-0.5603537
199,-0.0787552777465547,-0.88983893
200,-0.069510116707993,-0.6780517
201,-0.0710646887160537,-0.6358364
202,-0.0709144649117484,-0.6207356
203,-0.0674990463062397,-0.6062865
204,-0.0501490649400313,-0.5828896
205,-0.0410294274952269,-0.558275
206,-0.0387056940246707,-0.558275
207,-0.0403985207486965,-0.5481094
208,-0.0392745116267739,-0.51977724
209,-0.0511243766172148,-0.0511243766172148
210,-9.051124297578278,-9.051124297578278
211,-18.051127008843807,[-12.190066]
212,-27.051129720109333,[-25.82543]
213,-36.051131858417065,[-37.86134]
214,-36.84111174239857,-37.708336
215,-35.86828670204594,-39.720703
216,-34.74622334479559,-40.484978
217,-33.49804051768104,-40.467674
218,-32.48387657240973,-39.649338
219,-32.88129728784632,-38.6893
220,-33.21069645384499,-38.147575
221,-33.504663909792754,-37.74222
222,-33.70385555205896,-37.420906
223,-33.79717949068767,-37.06772
224,-33.77389906955591,-36.705914
225,-33.6137035077841,-36.323742
226,-33.33707948429494,-34.57969
227,-32.96358262159404,-33.66472
228,-32.51392820876434,-33.017677
229,-32.00296731185565,-32.326786
230,-31.46080886300209,-31.62955
231,-30.87073395374173,-30.975954
232,-30.24799815832773,-30.359873
233,-29.576686428084752,-29.652891
234,-28.85736312644099,-28.939568
235,-28.09627177448999,-28.166304
236,-27.27063672691749,-27.381718
237,-26.4062061340789,-26.572119
238,-25.481700916420845,-25.655933
239,-24.53741375792809,-24.706606
240,-23.56803563167097,-23.75946
241,-22.554271610940656,-22.696804
242,-21.51989084986815,-21.727232
243,-20.48129713012805,-20.64433
244,-19.42028700961125,-19.62374
245,-18.35473161490568,-18.603466
246,-17.297631931340646,-17.494268
247,-16.24830613913995,-16.455492
248,-15.21052258172216,-15.421229
249,-14.191127531781303,-14.384658
250,-13.193132455488584,-13.383465
251,-12.225335692746029,-12.43376
252,-11.285215656297265,-11.501916
253,-10.383729018058585,-10.576126
254,-9.524506611577726,-9.636194
255,-8.688980593587893,-8.854666
256,-7.887457901865686,-8.044986
257,-7.147597501013252,-7.2709417
258,-6.452066844770094,-6.5809083
259,-5.797567988067432,-5.9920926
260,-5.175143308736193,-5.3673763
261,-4.601803350756018,-4.7950416
262,-4.073693024898147,-4.252204
263,-3.5893611436590724,-3.8019025
264,-3.135420777338681,-3.4339194
265,-2.724963954259933,-3.0429606
266,-2.341423198706164,-2.6577983
267,-1.978209782512267,-2.300968
268,-1.6413072758201308,-2.0186331
269,-1.335263989494844,-1.690135
270,-1.0660055676452072,-1.3730202
271,-0.8041696421441517,-1.1728253
272,-0.5572659708124573,-1.0017407
273,-0.3372239933109837,-0.77814907
274,-0.1534941499971321,-0.57064533
275,0.0152729268529366,-0.41760117
276,0.1623130304361164,-0.25231272
277,0.2805503141831206,-0.15715063
278,0.37196740916258314,-0.07093638
279,0.4754655885425429,-0.042604208
280,0.5703023649335098,0.02050817
281,0.6370760122936463,0.12060553
282,0.6929021550622181,0.16282082
283,0.7348381392992129,0.23830354
284,0.7606651859429864,0.24038225
285,0.7756144569588628,0.2440998
286,0.769897885149504,0.2579829
287,0.7670724583743752,0.24202108
288,0.752551043592013,0.19608825
289,0.7213378785472223,0.17147362
290,0.6876123795144523,0.10987401
291,0.661238244119998,0.097629726
292,0.6428204871476279,0.06929755
293,0.6121882153634307,0.020068288
294,0.5775072519115005,-0.0045463443
295,0.5415424619280206,-0.034517348
296,0.5080842190587894,-0.07717252
297,0.4699161485220237,-0.12224436
298,0.4259990824942729,-0.12432307
299,5.08281761898711,-0.18306613
300,0.3366800615577542,-0.58746815
301,0.2851381992431173,-0.39800495
302,0.24199514190080856,-0.38849115
303,0.1840392749006899,-0.4008615
304,0.1308331821855821,-0.4242584
305,0.09541532625417831,-0.5082679
306,0.0424976003325709,-0.5119854
307,0.0036773078733804004,-0.59656084
308,-0.0354943343378979,-0.61044395
309,-0.0696505486635795,-0.6280446
