,0
257,-0.0040926044263913065
258,-0.004145202588604089
259,-0.0037868293925395024
260,-0.0035967527448501
261,-0.0034647884688557974
262,-0.0033163456083636442
263,-0.003226488955663164
264,-0.0032045695002807756
265,-0.003256901873738594
266,-0.0032315465814447388
267,-0.003212286286851529
268,-0.003320250697709324
269,-0.0033765481937573566
270,-0.0034330364210891913
271,-0.003424873682367894
272,-0.0033706799600196277
273,-0.0033220693930750248
274,-0.0033119237747487344
275,-0.0031235803880515804
276,-0.0029639265897060574
277,-0.0028074401657139955
278,-0.0027606353070917357
279,-0.0027449854105515777
280,-0.0028024360796552778
281,-0.002826161243360009
282,-0.002860657567979359
283,-0.0031100352838028243
284,-0.003048503181676499
285,-0.0031050912946506168
286,-0.0031293608319227
287,-0.003243398213437019
288,-0.0033519811640656465
289,-0.0034840199245733177
290,-0.0036380181201850813
291,-0.0037805499660908005
292,-0.0039453262617727015
293,-0.004166238415742431
294,-0.004169698444205248
295,-0.004348062561322632
296,-0.004474180057665533
297,-0.00453141561294815
298,-0.004512868714471856
299,-0.004444975061946194
300,-0.0043553155067272385
301,-0.0042701996978096015
302,-0.00421453621139287
303,-0.004239234894053505
304,-0.004246284757750728
305,-0.004203900841475696
306,-0.004016426313443871
307,-0.004004883760351074
308,-0.003926832011751582
309,-0.00393091732815482
310,-0.003811977783407339
311,-0.003928254665956892
312,-0.0040425995348212646
313,-0.004075493551135543
314,-0.004062934125280343
315,-0.00410345726562272
316,-0.003981262429331215
317,-0.003914690208467055
318,-0.003747578918784066
319,0.07625856895426832
320,0.17625857361464997
321,0.2762586037398224
322,0.37625864659739044
323,0.4762586894549585
324,0.5420810740864321
325,0.5398727610538459
326,0.5379238069165221
327,0.5366979382490488
328,0.5360784117175693
329,0.5360016735702081
330,0.5361183596082854
331,0.5362295452515293
332,0.5362835942702032
333,0.5364399480862969
334,0.5366507328929276
335,0.5370661909563748
336,0.5375257031080697
337,0.5381231707644367
338,0.5387407556056105
339,0.5395250711651673
340,0.5403025112311827
341,0.5410052757978991
342,0.5416819644187396
343,0.5424814378950765
344,0.5430588838596025
345,0.5429414275116007
346,0.5420052781363343
347,0.540556688041498
348,0.5381677532470955
349,0.534734029913272
350,0.5302290855870787
351,0.5248741583718087
352,0.5182238690747138
353,0.510235621466825
354,0.5007412015056893
355,0.48947496049269346
356,0.4773529115197038
357,0.4628829897276293
358,0.44637130100161754
359,0.42812189494495123
360,0.40752062446322734
361,0.38463828167513314
362,0.35946242066411893
363,0.3327568896640599
364,0.30410113765333
365,0.2738126278138158
366,0.24245001946056075
367,0.2104495881235683
368,0.17832185829689326
369,0.14641335485503074
370,0.11524345767306901
371,0.08570452305213361
372,0.057499809783928414
373,0.030965926753374194
374,0.006422109491803768
375,-0.015909711255177345
376,-0.035866003783542225
377,-0.05344408346771082
378,-0.06851054981748231
379,-0.08143446595715301
380,-0.09251122982729917
381,-0.10211325126236036
382,-0.1104014295436048
383,-0.11723247429266795
384,-0.12291777533880804
385,-0.127753889270587
386,-0.13162285681038285
387,-0.1345015559280632
388,-0.13654463429873157
389,-0.13799044236516242
390,-0.13885130508614876
391,-0.13875662699360225
392,-0.1380254564526426
393,-0.13695331872780067
394,-0.13529906861550126
395,-0.13320589463494523
396,-0.13075685020163577
397,-0.12787839936566667
398,-0.1246698802763181
399,-0.12071065278519598
400,-0.11670840252985726
401,-0.11237162768273252
402,-0.10786139941242856
403,-0.10306672942783074
404,-0.09812492388144331
405,-0.09322486149353006
406,-0.08833657020520785
407,-0.08335689851476001
408,-0.07830595724079562
409,-0.07346166911113947
410,-0.06881520420954883
411,-0.06407891862427484
412,-0.059401692255283384
413,-0.054883226125124966
414,-0.05068890131826523
415,-0.046323866919445116
416,-0.04223062778314075
417,-0.038382790926829335
418,-0.0348087139416512
419,-0.030935913950825695
420,-0.027513486798243007
421,-0.02425558256667282
422,-0.021258909529115723
423,-0.018235595863944354
424,-0.015461550034023741
425,-0.013129897650119083
426,-0.011018373104624597
427,-0.00879035096050548
428,-0.006801657743750914
429,-0.005092421508472544
430,-0.003539821748466584
431,-0.0018865366244181021
432,-0.00043673185905633555
433,0.0007246302277281955
434,0.0017446302574387342
435,0.002871112519853043
436,0.0038108738210600765
437,0.004540419517374677
438,0.005102031283936433
439,0.005529587669537591
440,0.00592254377051057
441,0.006215874606685974
442,0.006410128944307583
443,0.006710121369781043
444,0.006842435150030374
445,0.006846337629234987
446,0.006634939121143519
447,0.006525243804786634
448,0.006310153538635206
449,0.006163638044503896
450,0.006042450786326118
451,0.005886060364595728
452,0.005719150756056624
453,0.005423179221065439
454,0.005138030222204503
455,0.00460722849713218
456,0.004072628571173956
457,0.0036197331907451167
458,0.003239698179320019
459,0.0029441616466192922
460,0.0026076385143819067
461,0.002298475899397379
462,0.001993090731494172
463,0.0017705178911862445
464,0.0015384034573920488
465,0.0013004585414126244
466,0.00106210122314466
467,0.0008170576147314744
468,0.0007574079336100622
469,0.00054995466010712
470,0.00028412801353480335
471,1.744352181922111e-05
472,-0.00019734724019409777
473,-0.00034670450949628997
474,-0.0005160909381893733
475,-0.0006681486849039711
476,-0.0008232463228626133
477,-0.000965798476939071
478,-0.0010173209427224844
479,-0.001098629574415431
480,-0.0011482442817269888
481,-0.00126549207309138
482,-0.0014597317684582256
483,-0.0015190825565965112
484,-0.0015397846039882002
485,-0.0015414967928659832
486,-0.00150815453256998
487,-0.0014289778768327155
488,-0.0014047464094230201
489,-0.0013792290973970954
490,-0.0014810445251975477
491,-0.0014244405603910967
492,-0.0014300226972031255
493,-0.0014738309228948731
494,-0.0014905502133286544
495,-0.0013706160775108034
496,-0.0012602921627906823
497,-0.0011426932119598535
498,-0.00107518223157936
499,-0.0010071669210151989
500,-0.001034831997167159
501,-0.0009445942638709389
502,-0.000945571793531409
503,-0.0008763234777921256
504,-0.0008440828880122044
505,-0.0007921990131840189
506,-0.0007921825247319145
507,-0.0006288733193154344
508,-0.00044348820284131
509,-0.00039502883945884116
510,-0.00034026785706240667
511,-0.00017491157530308778
512,6.261977337361111e-06
513,4.2597559504438886e-05
514,0.00014586563266767556
515,0.0003053704492540689
516,0.0005781571324737256
517,0.0006677444313485177
518,0.0007307345837394968
519,0.0008504399820731355
520,0.0011353709386620356
521,0.0013490087568028067
522,0.0015719479081277555
523,0.0017557290228882132
524,0.0020086331029547776
525,0.002216029373523302
526,0.0023504821325458134
527,0.002429546743203142
528,0.00246997356297396
529,0.002481672915516691
530,0.0024474307931724466
531,0.0024497165764651324
532,0.00252238239446644
533,0.0026372415884449076
534,0.002615779608030942
535,0.0028365182831127022
536,0.002879981015253987
537,0.00290934904929703
538,0.0028545581139403056
539,0.0027593504810671434
540,0.0025941927228176403
541,0.0024527962246139613
542,0.0023154895628139023
543,0.0023859305856967178
544,0.0023656186589015343
545,0.00223490056611164
546,0.0020422956466582577
547,-0.038001322629648726
548,-0.13800131583087447
549,-0.23800133958984923
550,-0.338001363348824
551,-0.43800140620639194
552,-0.5356721846408214
553,-0.5340662285044538
554,-0.5322799561837609
555,-0.5308514832737317
556,-0.5299447393657507
557,-0.5294552742537658
558,-0.5290401599649959
559,-0.5282916797324255
560,-0.5270848205313552
561,-0.5254792018034669
562,-0.5234590799417901
563,-0.5211325784484637
564,-0.518451467009533
565,-0.5153804641572135
566,-0.5117679015969365
567,-0.5076588583747831
568,-0.5027822426930862
569,-0.49712912277643934
570,-0.49056359940203514
571,-0.4833151548992192
572,-0.4750266010123091
573,-0.4657279161663856
574,-0.45540916272680215
575,-0.4441612436308549
576,-0.4318111065258214
577,-0.4182436569230552
578,-0.4033700290685316
579,-0.3876346599577357
580,-0.37043523089163516
581,-0.351976122281951
582,-0.33218097795318535
583,-0.3118214892948089
584,-0.29062028107200133
585,-0.2688762208030981
586,-0.2465652951902856
587,-0.2244157272249774
588,-0.20215627868695865
589,-0.18005883078241416
590,-0.1584043047182967
591,-0.13718609238136914
592,-0.1168586384299383
593,-0.09780879123488102
594,-0.07988996272741203
595,-0.06346393119177231
596,-0.0483540155425367
597,-0.034421292612979174
598,-0.021602313693486697
599,-0.010240629370977888
600,2.3525732375119998e-05
601,0.00921048626942015
602,0.017274075917509433
603,0.023660726324612098
604,0.0303807598642489
605,0.035879797424150116
606,0.040624347607308986
607,0.04458180147574529
608,0.04792429082999086
609,0.050640180807085926
610,0.052888594519133754
611,0.05454506006824102
612,0.05566014416292691
613,0.056533058096204174
614,0.05702929047636925
615,0.056993655047991205
616,0.056685312080963605
617,0.05629188742783815
618,0.055549824322573334
619,0.0543738220818696
620,0.05286509688333567
621,0.05117208299309676
622,0.04951100831683755
623,0.04766632995174844
624,0.04576924377375847
625,0.04374626603578283
626,0.04174971565779769
627,0.03952858364947492
628,0.03723780671129466
629,0.034963607988606635
630,0.03276990983613449
631,0.03036352274729228
632,0.027858183300751887
633,0.025517630335809758
634,0.023546014444448957
635,0.02119618783928275
636,0.019082894127440856
637,0.017137443945344128
638,0.015347214396146065
639,0.013337368850834815
640,0.01156031669430499
641,0.00995999400630304
642,0.008457859095652658
643,0.006941957282424827
644,0.005627347001782356
645,0.004532795486304758
646,0.003455319768333465
647,0.002313495351376961
648,0.0012212388501787476
649,0.0003126139663198467
650,-0.00047429217097811444
651,-0.0011506561157346032
652,-0.0018597103584782142
653,-0.0024047105506716745
654,-0.0027224573466668057
655,-0.0031281192960426287
656,-0.003358446674473812
657,-0.003543397769051928
658,-0.0036974233393139034
659,-0.0038691203285412122
660,-0.004062160441270985
661,-0.004068930128606388
662,-0.004077002785629894
663,-0.004285892120550553
664,-0.004282769118595227
665,0.013280113178367395
666,0.028916082387765087
667,0.04374016148878559
668,0.0574910206113511
669,0.06828442884053508
670,0.08134600763978253
671,0.09122014583034453
672,0.10012429193854096
673,0.10798233807058526
674,0.11507434599673733
675,0.12122035603974436
676,0.12668781216597796
677,0.13125670494830563
678,0.13515784088519922
679,0.13800795577510025
680,0.1402137350609926
681,0.14043412645998854
682,0.1424443170532164
683,0.14279133849113398
684,0.142448773391623
685,0.14165210740848216
686,0.1404259076987273
687,0.13850390167636778
688,0.13625530971078367
689,0.1337254400311744
690,0.13091315308814747
691,0.12772987597277327
692,0.12429277218795844
693,0.12056289333602947
694,0.11680196653780212
695,0.11270060731630122
696,0.1086162649413157
697,0.10394507372776632
698,0.10031688851827533
699,0.09594161727351554
700,0.09163974828850974
701,0.08731473817477838
702,0.08312325905830112
703,0.07898795527053756
704,0.07484259925656835
705,0.07076998978398755
706,0.06670966070681575
707,0.06255729932887139
708,0.058537429984712605
709,0.05477501986241565
710,0.05127635494561286
711,0.04759596054859002
712,0.04410156416736095
713,0.04078003551912058
714,0.0376589287808565
715,0.034544544747388634
716,0.031750452397455935
717,0.029064493735578505
718,0.026682421702322108
719,0.024116283794281074
720,0.021946560105816516
721,0.01980561545078161
722,0.017933330705883543
723,0.0161662524713274
724,0.014439222713411354
725,0.012845814352757093
726,0.011452772516158933
727,0.010026416366872782
728,0.008713493128627087
729,0.007513407561934683
730,0.006516401156148448
731,0.005697071509111371
732,0.005020043569932302
733,0.004325297865868471
734,0.003753940723831311
735,0.003381318958669502
736,0.0030449487425014393
737,0.002733479781405578
738,0.0024690756107850352
739,0.0021509645409561553
740,0.0019950844972972735
741,0.0018523386834860612
742,0.0017284065118357643
743,0.0015651817222011011
744,0.0015227164459191622
745,0.0012637751732272823
746,0.0012064644968115266
747,0.0013696078627773044
748,0.0014877407466112188
749,0.00175020946579981
750,0.0019809300842643833
751,0.0019887081773192167
752,0.002043099442782849
753,0.0020838988761064333
754,0.0021486929542843935
755,0.0024936107458261502
756,0.0027726850551571774
757,0.0029445159255226156
758,0.003111500782518814
759,0.0033391283201573635
760,0.0034475176110512367
761,0.003677687808060622
762,0.003762329653557731
763,0.003912078794160805
764,0.004061611420379295
765,0.004179414535171123
766,0.0042403305803437276
767,0.004234066878403404
768,0.00423216395824182
769,0.0041302235619800525
770,0.004111527503491094
771,0.004082794497670985
772,0.004183831403151809
773,0.004167946848563557
774,0.0040903189614085065
775,0.0041308856465433145
776,0.0042311157001246385
777,0.004188820592307853
778,0.004085252104640233
779,0.0038873408320602124
780,0.003715766073829199
781,0.003494450175599834
782,0.0032265914514465143
783,0.003195758682631209
784,0.0030794435392333354
785,0.002895263964157351
786,0.002834761212540968
787,0.0028154146559686037
788,0.002795958919105278
789,0.002610405900532388
790,0.0025643738346518056
791,0.0024354308287732034
792,0.03773258568851943
793,0.06268584432006828
794,0.08552502810731456
795,0.10600891863540929
796,0.12404079171585762
797,0.13960757754473282
798,0.15292326312612078
799,0.16467526412402633
800,0.17482628098598646
801,0.18377718681646327
802,0.19140113512581253
803,0.19803866019647143
804,0.20138328859315213
805,0.20754636004605867
806,0.2106224494903593
807,0.21263686087267794
808,0.2135630344161115
809,0.21359748827819203
810,0.2128577424688987
811,0.2114694275341103
812,0.2095331293978611
813,0.20723133511790026
814,0.20426644404923913
815,0.20076989907627826
816,0.19668851698323428
817,0.19216798183881564
818,0.18719466997989376
819,0.18184652276519955
820,0.1762815301236415
821,0.17060410406408563
822,0.16468846125190756
823,0.15861372715861477
824,0.15255119070016057
825,0.14647203209944987
826,0.1400716606263933
827,0.1332816332892638
828,0.1267123984215868
829,0.12017164592252552
830,0.1135663720095348
831,0.10692955358682323
832,0.10028812603695972
833,0.0939547524287472
834,0.08788419456116117
835,0.08189055309447259
836,0.07618426269443757
837,0.07074791181028185
838,0.06568709019745031
839,0.06057328272096462
840,0.0557013079974082
841,0.05114814608965574
842,0.04675051994158928
843,0.04255838828984534
844,0.03861682254106801
845,0.03486029287560841
846,0.031435708218617166
847,0.028033465732537177
848,0.024902590063866123
849,0.022038153138946134
850,0.019545744713222072
851,0.017046267898165417
852,0.014870774524703895
853,0.0128768037300364
854,0.011059002178497097
855,0.009220589425207622
856,0.00749267794890685
857,0.0061171278771742655
858,0.004939757922551572
859,0.003767843672054116
860,0.002759136194851764
861,0.0019423621942288802
862,0.0010856191671134866
863,0.00051994150105155
864,6.240298842562667e-05
865,-0.00023025610248146778
866,-0.0005069034198880999
867,-0.0007503347059671956
868,-0.0008932264966922111
869,-0.0010836001911674
870,-0.0010500081849346978
871,-0.0011141155413642034
872,-0.0011646078290319711
873,-0.0010525276076838422
874,-0.001062324676684761
875,-0.0008365854169530321
876,-0.0006517460491449667
877,-0.0004584992896370833
878,-0.00023653281692994
879,-0.00012059279536673667
880,0.00010052589078954334
881,0.00021610997187181775
882,0.00039129242252185003
883,0.0006981516198459967
884,0.0010648803230989532
885,0.0013219803004232145
886,0.001522019601916329
887,0.001841755771038131
888,0.002087796707986709
889,0.0022996403406230167
890,0.0023633348491301433
891,0.0025322939277024298
892,0.0027625592993677853
893,0.0028698026746713967
894,0.002927022378121681
895,0.00324320442637831
896,0.0033203139777146975
897,0.0033948414629163402
898,0.0034090867852527235
899,0.0036044634835330166
900,0.003698904753524202
901,0.0038261854178531975
902,0.00381382525398675
903,0.004047150029292171
904,0.004172034202150066
905,0.004210270604270098
906,0.0040224270914182075
907,0.004285723034339013
908,0.0042847152652393545
909,0.0042736632913431445
910,0.0040878122073928335
911,0.017110107492318668
912,0.0325269139788811
913,0.04715162541226833
914,0.060630221993405176
915,0.07299822264925132
916,0.08403957772765838
917,0.0939075025092421
918,0.10254208470722488
919,0.1105744564315366
920,0.11742604490065404
921,0.12361279224289494
922,0.1289295604690091
923,0.1338162856726913
924,0.1378663524391325
925,0.1408347321841463
926,0.1428097304363577
927,0.14435641090572016
928,0.14515578888909125
929,0.14530438231015957
930,0.1448897964158006
931,0.14422269528873208
932,0.1429415934898082
933,0.1412820085038163
934,0.1389669152368107
935,0.13657639525917498
936,0.13369799535278765
937,0.13035507946329458
938,0.12685417364489307
939,0.1235132758400784
940,0.11982359952677443
941,0.11586161547203797
942,0.11171336920430218
943,0.1076599792826492
944,0.10338111773621675
945,0.09895398107860219
946,0.09438031364798177
947,0.08985068120701602
948,0.08529452718633344
949,0.08068879321777887
950,0.0761771198205916
951,0.0718057930719414
952,0.06777245285339935
953,0.06363112027639148
954,0.05956053525468684
955,0.05585168077074029
956,0.05215089862550738
957,0.0485201605707292
958,0.04488735986788856
959,0.04152830566716597
960,0.03830373866659558
961,0.03528776395416008
962,0.03227943631843024
963,0.02967233192803735
964,0.027122626449560667
965,0.024632404176134912
966,0.022305725702511766
967,0.02012474148351357
968,0.018091443502408072
969,0.016190856552289863
970,0.014190213345788188
971,0.012537693566030045
972,0.010869438455358293
973,0.009397266690914162
974,0.008097956293261004
975,0.0071289369659075915
976,0.006232621526417874
977,0.005376206867781069
978,0.004532630601783713
979,0.00377903353779302
980,0.003067250870028997
981,0.0023469692009799124
982,0.0017291961113394322
983,0.001489899715245249
984,0.0012283287572596511
985,0.0008652313331882789
986,0.0005098583351249289
987,-0.07954147069782029
988,-0.17954148172439968
989,-0.2795415245819676
990,-0.37954154834094245
991,-0.47954158483231263
992,-0.5416201868360291
993,-0.5396555973170958
994,-0.5379546575106909
995,-0.5369910061612582
996,-0.5366139617348757
997,-0.5367888793835315
998,-0.5371537898370525
999,-0.537646533540865
1000,-0.538109292453399
1001,-0.5385455679834026
1002,-0.5390500254910267
1003,-0.5398165156969572
1004,-0.5406968335181871
1005,-0.5415786155648935
1006,-0.5425552794224734
1007,-0.5435972095391166
1008,-0.5446483324452726
1009,-0.5455403640703141
1010,-0.5463714075211628
1011,-0.5472845112606696
1012,-0.5481001485130269
1013,-0.5488286961805244
1014,-0.5495498845234533
1015,-0.5503648787898405
1016,-0.5510908927106442
1017,-0.55098938368794
1018,-0.5499937740259343
1019,-0.5481615823210604
1020,-0.5451886571108719
1021,-0.5411033152428437
1022,-0.5356746228945497
1023,-0.5290495310080451
1024,-0.5207871612923725
1025,-0.5107117239297878
1026,-0.49873293987037176
1027,-0.48488558765228873
1028,-0.46859484418447483
1029,-0.44978625678455175
1030,-0.42819571737375495
1031,-0.4042648236233851
1032,-0.3773437395346001
1033,-0.3476533276050275
1034,-0.31537923889268515
1035,-0.28110359851742595
1036,-0.24513144920937754
1037,-0.20795163855934556
1038,-0.1705089930700939
1039,-0.1339568131212437
1040,-0.09845732216318961
1041,-0.06419995277539736
1042,-0.031834102962305495
1043,-0.002102236199353664
1044,0.024826382220775323
1045,0.04882286690629226
1046,0.06958123350276421
1047,0.08723518616802331
1048,0.10221853544031453
1049,0.11504429117728387
1050,0.12588060375940677
1051,0.1346782179148952
1052,0.1418444429741099
1053,0.14777751643565543
1054,0.15255225385518045
1055,0.15644033272054275
1056,0.15944325545440516
1057,0.16179160573831924
1058,0.1633281321223125
1059,0.16400487167273467
1060,0.16397916496632645
1061,0.1635095878560304
1062,0.16224464983312692
1063,0.16024081270522725
1064,0.15751899579805145
1065,0.15419168982537684
1066,0.15063931966457714
1067,0.14665092225548515
1068,0.14235918825725544
1069,0.13770809512991966
1070,0.13276410597771304
1071,0.1275736494806343
1072,0.12204407836321077
1073,0.11635410452794154
1074,0.11063065085884347
1075,0.1046492961537616
1076,0.09869029316888753
1077,0.09294329730060732
1078,0.08716680683827331
1079,0.08120653698005223
1080,0.07541013623433744
1081,0.06979946930721088
1082,0.06442142897448541
1083,0.058805775404681904
1084,0.05345953422958617
1085,0.048539857586486254
1086,0.043912644066812
1087,0.039565880655458845
1088,0.035555373441672505
1089,0.03182906348018743
1090,0.02810343470185878
1091,0.02439812555342456
1092,0.020997201506893128
1093,0.01792531948266807
1094,0.015138740519288856
1095,0.012496638593529832
1096,0.010117002267522511
1097,0.007958462715218908
1098,0.006128070734441493
1099,0.004289606414950455
1100,0.0026632615117811154
1101,0.0012003242991070412
1102,-0.00010478859492615333
1103,-0.0016244878832933423
1104,-0.002884049270247324
1105,-0.003917331098268768
1106,-0.004794193347374249
1107,-0.005885892296975823
1108,-0.006594778281113597
1109,-0.007228823244811838
1110,-0.007746922240918202
1111,-0.008372381432056406
1112,-0.008743083215646734
1113,-0.009061203389138357
1114,-0.009254346188637413
1115,-0.009395251152714848
1116,-0.0095061153029738
1117,-0.009463874307837667
1118,-0.009326232020093615
1119,-0.009266676877008401
1120,-0.00916484763455889
1121,-0.008994964375063055
1122,-0.008855560560408864
1123,-0.008536969288285687
1124,-0.008330014386205344
1125,-0.008027674743631167
1126,-0.0076908621403832846
1127,-0.007501282501750171
1128,-0.007286636596199854
1129,-0.007005718572346074
1130,-0.006707992513262245
1131,-0.006368243183004431
1132,-0.006027135942772156
1133,-0.005662643748441504
1134,-0.005326829364996695
1135,-0.0049706641572886115
1136,-0.004577625932364996
1137,-0.004253647329080136
1138,-0.003991295938915593
1139,-0.0036508339128226122
1140,-0.003364956111646271
1141,-0.003171555672125338
1142,-0.0029535353634715877
1143,-0.00268652652671438
1144,-0.002472820653919942
1145,-0.002357860619369531
1146,-0.0021302205403214663
1147,-0.00181966430099325
1148,-0.0015557707630921224
1149,-0.00130100488850127
1150,-0.0012035884396659022
1151,-0.0008408959694317323
1152,-0.00054562337928863
1153,-0.0005129829286296856
1154,-0.0005660501522907478
1155,-0.00038134640995898773
1156,-0.00029397400039903114
1157,-0.00016473832767867667
1158,-4.161254956164333e-05
1159,-6.215016443232223e-06
1160,-0.00011414161526964777
1161,-9.676597621675333e-05
1162,-0.0001903616941924789
1163,-0.00021952558337311667
1164,-0.00020253092942299665
1165,-0.0002797958159838411
1166,-0.00037420291222564666
1167,-0.0006381036693949922
1168,-0.00082277274141395
1169,-0.001065964359247341
1170,-0.0011640791799729978
1171,-0.00129522075223547
1172,-0.0013901382138163864
1173,-0.0015561826560848446
1174,-0.0016142204796045989
1175,-0.0015870650812423958
1176,-0.001592982016392712
1177,-0.00160942673271867
