,0,1,2,3,4,5,6,7,8,9
0,-0.002125850272908118,-0.032392790925238696,0.9553306653459864,-0.0026731006613489876,-0.0041494949337573,-0.0003565018522437117,6.175273544083444e-05,-0.007666490107327851,0.01170286350077536,0.4977319333333333
1,-0.0020036216321067,-0.03248571385707279,0.9554019349295029,-0.0027977115333386055,-0.003771116534303858,-0.000296507269628225,-1.0196146837622223e-05,-0.009435159891314913,0.011766913816073265,0.4964008
2,-0.0018633551976609502,-0.03202548232503509,0.9554681752168179,-0.0030216920036252154,-0.002548507996684861,-0.00022927883383510445,-0.0003329257848896689,-0.008183208593457836,0.01183773999391836,0.5006353333333333
3,-0.0015829845394874512,-0.03181860954690537,0.9555621402952194,-0.00257137983524671,-0.0019938034909913146,-0.00018975346766195888,0.00016078855399117445,-0.006424130759581036,0.011708441881530734,0.5008304
4,-0.0013990167678097345,-0.030710837030305138,0.9556453783304562,-0.0025022573155744467,0.0007721930458514367,-0.00013184416175875168,-0.001644283384129181,-0.00554927322613874,0.011722887420785526,0.4992003
5,-0.001199856001602488,-0.030153143467456366,0.9557197673508576,-0.0025525524420987123,0.002629106988317549,-7.829081205641056e-05,8.313050379131e-05,-0.005620481694157145,0.011787610324872935,0.5024183
6,-0.0010490731178130445,-0.029648771903501566,0.9557875036946374,-0.00235233316819595,0.002613854724487212,-3.0107459950901108e-05,0.00042413506362049886,-0.007553024410369118,0.011871424501003985,0.5029969333333333
7,-0.0009086465098325667,-0.0284865384752346,0.9558644710251166,-0.002561695957241319,0.00452065438330198,2.4188282307436664e-05,-0.0006915010440700044,-0.006454396300179164,0.011841263047738644,0.4975704833333333
8,-0.000982525852443961,-0.028374638544606003,0.9559326530027371,-0.0030610550317564074,0.00423365963273502,9.118362295400333e-05,-0.001169549017057179,-0.009582789788357752,0.011944026529704102,0.5016642333333333
9,-0.00096260901187951,-0.028883197156803667,0.955992049627499,-0.0033364602466913703,0.0016252556467388178,0.00011165588880505501,-0.0015307598820951177,-0.008275524826648858,0.01192900039321691,0.5005106666666667
10,-0.0010805045002003077,-0.02870536187973119,0.9560447935756398,-0.003423518955492295,0.001857967993823221,0.00010599935024023055,-0.0012161571601697777,-0.007695340123862118,0.011828841004430317,0.49787566666666666
11,-0.0008006842634819978,-0.02899803508768174,0.9561328699211468,-0.00314363734862793,0.00082791408269559,0.0001392519903877778,-0.0009240083359257288,-0.01193609361072063,0.01186149004945619,0.4999731
12,-0.0006655281669349744,-0.029595141780637782,0.9562113969700683,-0.00304563826537689,-0.0009388723253568989,0.00016297195609206778,-0.0009200472240400799,-0.008737381012345637,0.01191722611052697,0.4972137333333333
13,-0.0005023765249121555,-0.029781026478112073,0.956280820356245,-0.0030279805973986392,-0.0009171658192883678,0.00018343058236449611,-0.0005055572491822422,-0.009172506488730357,0.011990695215357054,0.49905726666666667
14,-0.0004056205690906189,-0.030477947511938084,0.9563432727559142,-0.00294832622218419,-0.0029458825571879567,0.00014927546366144277,-0.00020830698698388555,-0.009242636841164257,0.011792327677386178,0.49838423333333337
15,-0.0002977283063516255,-0.030982347723782642,0.9564129826209885,-0.002937514954223912,-0.0035818965858421307,0.00012033636492242779,-0.0016509729210352421,-0.009362644124593953,0.011794031590206918,0.4971372666666667
16,-0.0002929558225660944,-0.03160754144447578,0.9564732705134317,-0.0030149640785468797,-0.0046117994907597555,0.00010797425936567334,-0.0003237513300261245,-0.011606362765820565,0.011811469879011612,0.4997985833333333
17,-0.00034614103096957,-0.03179868780436868,0.9565259826305839,-0.0031055178298981037,-0.004522973207160852,0.00011375712239192888,0.00011327804691462889,-0.008790052067522354,0.011865694923052679,0.4971683666666667
18,-0.00045824084747429224,-0.03154889730428481,0.956572010240126,-0.0035568554017439613,-0.0027785864567850477,0.00014058024024704333,-0.00022107619815267334,-0.006377103338686357,0.011802191145829356,0.4985467333333334
19,-0.0005342879504387733,-0.0320310043649406,0.9566314386958764,-0.003685125118551307,-0.0032578507555093084,0.00016841912951235389,-0.00023487488078915888,-0.008471360527785028,0.01188869917852718,0.49785076666666667
20,-0.0004512797031085489,-0.03223628941335803,0.9566832595453472,-0.0033449858586829177,-0.0029661863352500534,0.00014121493424459945,-0.0007802714961148722,-0.00979710019528803,0.011853400840318601,0.4986759333333334
21,-0.0004869516543629367,-0.03245304889655261,0.9567290643379691,-0.003597378542086338,-0.0030193908141340387,0.00014407964682588056,-0.0011838832751757621,-0.006609437406302019,0.011745137600139656,0.49733703333333334
22,-0.0006123235288960467,-0.032474392847660766,0.9567675798341972,-0.003901535352138761,-0.0024044566030444765,0.00018824346922388056,-0.0007130909213962377,-0.00800731818978994,0.011887609922096662,0.49733703333333334
23,-0.0006208500639862633,-0.03283304914853813,0.956822329134621,-0.00410798439614798,-0.002667520880030118,0.0002113904548513478,-0.00206572268132359,-0.009789519327038676,0.011930808393370435,0.49660635000000003
24,-0.0007832525955229377,-0.03290311042772672,0.9568684840681175,-0.004195500325269421,-0.0027618282052211977,0.00024385142648096776,-0.0011190149034703677,-0.009853182259205093,0.011889012713765072,0.49884633333333334
