,raw error,filtered error
0,,
1,,
2,,
3,,
4,,
5,0.5469150543212891,0.5469150543212891
6,0.5409717559814453,0.5415660738945007
7,0.5460300445556641,0.5455836653709412
8,0.5176615118980408,0.5204537510871887
9,0.5447302460670471,0.5423026084899902
10,0.5528421998023987,0.5517882108688354
11,0.5209094285964966,0.5239973068237305
12,0.5321897268295288,0.5313704609870911
13,0.4926289916038513,0.49650314450263977
14,0.516472339630127,0.514475405216217
15,0,0.051447540521621704
16,0,0.0051447562873363495
17,[0.8737736],0.7869106531143188
18,[0.3177948],0.3647063970565796
19,[0.8925543],0.8397694826126099
20,0.9180183410644531,0.9101934432983398
21,0.7006540298461914,0.7216079831123352
22,0.6222047805786133,0.63214510679245
23,0.6760444641113281,0.6716545224189758
24,0.7079677581787109,0.704336404800415
25,0.6861686706542969,0.6879854202270508
26,0.608551025390625,0.6164944767951965
27,0.6197738647460938,0.6194459199905396
28,0.6368694305419922,0.635127067565918
29,0.6239185333251953,0.6250393986701965
30,0.6164627075195312,0.6173203587532043
31,0.6058330535888672,0.6069817543029785
32,0.6045265197753906,0.6047720313072205
33,0.6155738830566406,0.614493727684021
34,0.6327495574951172,0.6309239864349365
35,0.6876850128173828,0.6820089221000671
36,0.696746826171875,0.6952730417251587
37,0.6829109191894531,0.6841471195220947
38,0.6636486053466797,0.6656984686851501
39,0.6253185272216797,0.6293565034866333
40,0.6809844970703125,0.6758217215538025
41,0.6625022888183594,0.6638342142105103
42,0.6490612030029297,0.6505385041236877
43,0.6654672622680664,0.663974404335022
44,0.6753673553466797,0.6742280721664429
45,0.7091531753540039,0.7056606411933899
46,0.75238037109375,0.7477083802223206
47,0.7449026107788086,0.7451831698417664
48,0.7085742950439453,0.7122352123260498
49,0.7419290542602539,0.7389596700668335
50,5.408543586730957,4.941585063934326
51,5.883417129516602,5.789234161376953
52,1.5696477890014648,1.9916064739227295
53,5.681196212768555,5.31223726272583
54,1.445901870727539,1.8325355052947998
55,0.9933938980102539,1.0773080587387085
56,0.9035458564758301,0.9209221005439758
57,0.7710747718811035,0.7860594987869263
58,0.7606363296508789,0.7631786465644836
59,0.7437829971313477,0.7457225322723389
60,0.7693071365356445,0.7669486999511719
61,0.7839980125427246,0.7822930812835693
62,0.6815104484558105,0.6915886998176575
63,0.7333011627197266,0.7291299104690552
64,0.7263288497924805,0.72660893201828
65,5.4329657554626465,4.962329864501953
66,1.1641180515289307,1.5439393520355225
67,0.8237960338592529,0.8958103656768799
68,0.7738378047943115,0.7860350608825684
69,0.7138874530792236,0.721102237701416
70,0.6701107025146484,0.6752098798751831
71,0.6747100353240967,0.6747600436210632
72,0.700761079788208,0.6981610059738159
73,0.6794452667236328,0.6813168525695801
74,0.627979040145874,0.6333128213882446
75,0.6399264335632324,0.6392650604248047
76,0.6147046089172363,0.6171606779098511
