timestamp,timestamp_sample,device_id,error_count,pressure,temperature
996000,996000,6620172,0,956.0116,11.832275
2000000,2000000,6620172,0,956.0079,11.832275
2988000,2988000,6620172,0,956.0446,11.832275
3996000,3996000,6620172,0,956.03046,11.832275
4980000,4980000,6620172,0,956.03516,11.832275
5988000,5988000,6620172,0,956.0316,11.832275
6996000,6996000,6620172,0,956.02716,11.832275
7976000,7976000,6620172,0,956.0308,11.832275
8988000,8988000,6620172,0,956.03796,11.832275
9996000,9996000,6620172,0,956.0243,11.832275
11000000,11000000,6620172,0,956.0526,11.832275
11988000,11988000,6620172,0,956.01904,11.832275
12996000,12996000,6620172,0,956.0281,11.832275
14000000,14000000,6620172,0,956.0233,11.832275
14988000,14988000,6620172,0,956.0236,11.832275
15992000,15992000,6620172,0,956.035,11.832275
17000000,17000000,6620172,0,956.0423,11.832275
17988000,17988000,6620172,0,956.01746,11.832275
18996000,18996000,6620172,0,956.0456,11.832275
19980000,19980000,6620172,0,956.0208,11.832275
20988000,20988000,6620172,0,956.0371,11.832275
21992000,21992000,6620172,0,956.02747,11.832275
22980000,22980000,6620172,0,956.03754,11.832275
23988000,23988000,6620172,0,956.01575,11.832275
24996000,24996000,6620172,0,956.0267,11.832275
26000000,26000000,6620172,0,956.0433,11.832275
26988000,26988000,6620172,0,956.0405,11.832275
27996000,27996000,6620172,0,956.0342,11.832275
28980000,28980000,6620172,0,956.01373,11.832275
29984000,29984000,6620172,0,956.0077,11.832275
30992000,30992000,6620172,0,956.03613,11.832275
32000000,32000000,6620172,0,956.021,11.832275
32988000,32988000,6620172,0,956.0302,11.832275
33992000,33992000,6620172,0,956.0437,11.832275
35000000,35000000,6620172,0,956.0163,11.832275
35984000,35984000,6620172,0,956.03973,11.832275
36992000,36992000,6620172,0,956.03613,11.832275
38000000,38000000,6620172,0,956.0314,11.832275
38984000,38984000,6620172,0,956.0269,11.832275
39992000,39992000,6620172,0,956.0371,11.832275
40976000,40976000,6620172,0,956.023,11.832275
41984000,41984000,6620172,0,956.02704,11.832275
42996000,42996000,6620172,0,956.03015,11.832275
44000000,44000000,6620172,0,956.01984,11.832275
